# E(keV) ,beta sin abs,rX sin abs,beta 20 um,RX 20 um,Beta 40 um,RX 40 um,Beta 60 um,RX 60 um,Beta 100 um,RX 100 um,,Area bta sin abs: 1.95e9
 # 1,2,3,4,5,6,7,8,9,10,11,,
0.195,3342910,32167200,5742,794,1841,636,363,613,40,476,,
0.585,3726820,39796500,7049,1025,2101,862,452,729,36,629,,
0.975,3731190,39445800,9336,1320,2410,1061,610,1012,45,825,,
1.365,3730890,40748800,12634,1707,3402,1403,707,1252,112,1074,,
1.755,3732860,41714000,78034,3223,23211,2764,4785,2631,218,2073,,
2.145,3731060,40918600,127391,12822,36134,11182,8595,10122,658,8225,,
2.535,3732660,42825800,66789,4279,19716,3607,4404,3253,217,2776,,
2.925,3733460,45330600,67115,4114,18629,3568,4292,3214,173,2561,,
3.315,3735160,52155700,71839,4387,20346,3664,4731,3335,245,2799,,
3.705,3737150,62606600,76714,5074,22972,4221,4769,3815,258,3102,,
4.095,3738360,109784000,84333,5706,24352,4901,5442,4391,212,3604,,
4.485,3737630,193541000,93704,6520,26568,5359,6337,4974,442,3996,,
4.875,3739030,208552000,101442,7374,28517,6227,7023,5627,491,4520,,
5.265,3739250,126909000,109424,8412,31732,6846,7675,6316,513,5082,,
5.655,3740530,69954500,119062,9299,33984,7707,8101,7016,414,5695,,
6.045,3740110,97666200,128855,10326,35982,8633,8545,7753,710,6390,,
6.435,3740710,167184000,137872,11587,38575,9419,9075,8568,505,7014,,
6.825,3743680,188040000,147849,13756,41602,10018,9822,9399,631,7586,,
7.215,3742900,129628000,161891,17119,44607,10813,10114,9729,650,7895,,
7.605,3742980,65013700,172859,20718,47251,11186,10744,10403,748,8449,,
7.995,3743440,35039200,186801,26806,49119,12022,11274,10794,689,9063,,
8.385,3745280,35279800,215655,80429,60131,42493,15992,38222,2084,31139,,
8.775,3744950,49060500,215315,111299,58481,13898,13648,12543,579,10013,,
9.165,3750400,47968400,233826,191848,62039,14558,14323,12439,820,10284,,
9.555,3746630,33305800,694617,1020020,243562,720517,94871,648053,31090,529158,,
9.945,3748880,22093200,272405,250414,71123,16602,16123,12981,774,10548,,
10.335,3748320,15774000,305870,298813,80670,43083,19602,35090,1845,28721,,
10.725,3752960,9564980,319807,241606,81363,21322,19731,14749,1038,11915,,
11.115,3755630,6222340,395020,437193,114201,218359,31526,192330,6151,157176,,
11.505,3749500,3344910,1079130,1902380,418470,1608940,167091,1448060,55647,1182250,,
11.895,3755580,1475880,333647,79110,91180,44160,22522,38383,2062,31178,,
12.285,3753640,2088220,227412,22330,63836,17816,14782,16100,871,13320,,
12.675,3755260,2579220,245350,22059,66094,14115,15052,12717,795,10388,,
13.065,3753880,3336100,260407,32877,72254,19373,16627,17327,1057,14257,,
13.455,3756310,2336860,334736,179196,99940,148603,28572,134353,5814,109743,,
13.845,3755770,3379420,296177,111178,84469,89190,22383,80569,3114,66487,,
14.235,3759730,2224710,295540,32068,81767,25356,19813,22989,1142,18637,,
14.625,3761000,1262270,301369,19281,84907,15949,18968,14397,983,11688,,
15.015,3764540,659956,303182,19323,83138,16453,19114,14793,1015,11971,,
15.405,3764700,1113370,301003,21640,83712,16664,18912,15061,1114,12569,,
15.795,3760170,243771,301644,19807,81863,17055,19152,15498,1072,12604,,
16.185,3762910,2118,303202,19316,82421,17708,20544,15992,1106,13058,,
16.575,3764270,44866,300285,19924,82652,17855,20272,16330,1266,13327,,
16.965,3764850,161461,303172,21798,83000,18410,18602,16690,1126,13510,,
17.355,3765810,140847,308450,22491,82979,18884,19314,16794,951,13979,,
17.745,3767280,1256,307946,21088,83699,19458,19370,17319,1181,14142,,
18.135,3769470,0,308374,21910,82840,19740,19144,17787,1025,14843,,
18.525,3767790,0,310193,22536,84591,20237,19732,18283,1091,15170,,
18.915,3770110,853508,314376,50497,85301,21682,19739,18677,1305,15296,,
19.305,3772330,1576370,319214,81804,85467,23424,20223,19210,1167,15597,,
19.695,3770140,489979,322144,45431,85493,22813,20506,19644,1043,15769,,
20.085,3696340,16633,323093,25419,89352,22411,20025,20076,1352,16508,,
20.475,3524890,91,329653,25132,89567,22711,20209,20481,1244,16973,,
20.865,3506270,0,337768,25635,90395,23176,20739,21100,1337,17045,,
21.255,3646720,0,341045,26382,92060,23933,21230,21783,1428,17521,,
21.645,3680150,0,347813,26512,95021,24431,21529,22062,1336,18040,,
22.035,3604320,0,348232,27473,97001,25447,23867,22716,1313,18558,,
22.425,3551460,0,358187,28152,97305,25601,22237,23131,1477,19206,,
22.815,3521440,0,361047,28508,103868,25931,24352,23983,1586,19607,,
23.205,3456420,0,365491,29412,103803,27079,26116,24354,1640,19840,,
23.595,3494300,0,371072,30245,107300,27686,25737,25034,1646,20321,,
23.985,3477380,0,373519,30996,109248,28525,25698,25182,1557,20933,,
24.375,3514070,0,374216,31529,112752,28763,26566,26306,1891,21435,,
24.765,3650080,0,381609,32464,116756,29802,28349,26636,1986,21876,,
25.155,3593870,0,390925,32708,120163,30192,30888,27243,2139,22478,,
25.545,3435490,0,391822,33583,121833,31278,31639,28181,2134,22840,,
25.935,3331140,0,400939,34363,128744,31301,33141,28449,2250,23446,,
26.325,3334790,0,401709,35105,127993,32108,33987,29177,2514,24001,,
26.715,3484810,0,409582,35753,137077,33167,36645,30025,2463,24638,,
27.105,3514400,0,413547,36494,139290,33545,36957,30451,2787,25145,,
27.495,3450090,0,414679,37351,142142,34091,38584,31349,3047,25486,,
27.885,3344120,0,421838,38071,146651,35159,41171,31677,3146,26379,,
28.275,3387660,0,422145,38767,149645,35832,43897,32610,3378,26623,,
28.665,3504570,0,420973,39412,152828,36269,46399,33404,3951,27089,,
29.055,3465650,0,429899,40318,161440,37155,47917,33848,4579,27939,,
29.445,3460070,0,433671,41268,163680,37767,50754,34597,4675,28238,,
29.835,3395380,0,438953,42089,167371,38806,53030,35339,5380,29182,,
30.225,3419430,0,440532,42528,171446,39591,55119,36032,5555,29445,,
30.615,3491920,0,441590,43928,174819,40253,58654,37075,6256,30370,,
31.005,3450970,0,448279,44572,180073,41408,60964,37819,7131,30819,,
31.395,3454660,0,452780,45494,183625,42343,63846,38396,7573,31911,,
31.785,3496460,0,451384,45974,190268,42951,65717,39316,8479,32040,,
32.175,3447160,0,454446,47518,190293,44415,69754,40507,8570,33015,,
32.565,3369550,0,454517,48479,198862,44834,72379,40889,9799,33765,,
32.955,3387670,0,460791,48944,202774,45825,76466,41445,10678,34287,,
33.345,3408550,0,463097,50241,205228,46904,80506,42627,11811,35190,,
33.735,3448520,0,459858,51506,209748,47430,83094,43439,12792,35791,,
34.125,3407730,0,465773,52007,216451,48341,84537,44458,14365,36445,,
34.515,3415140,0,462461,53232,217182,49344,88360,45390,14559,37386,,
34.905,3527920,0,464490,54442,219437,50768,91025,45983,15868,38227,,
35.295,3514840,0,468699,55804,223302,51255,95189,47145,18259,38960,,
35.685,3481430,0,469558,56701,233690,52389,98655,48164,18501,39444,,
36.075,3416060,0,472896,57522,233370,53790,101688,48633,20070,40491,,
36.465,3456420,0,470101,58726,237803,54769,105068,50540,20455,41355,,
36.855,3471820,0,470853,59930,239570,55433,107397,51362,23032,42063,,
37.245,3443540,0,476940,61468,243283,56701,110323,52269,24175,42984,,
37.635,3453050,0,473373,62371,243941,58413,114912,53312,26571,43987,,
38.025,3471280,0,475155,63954,246317,59370,116401,54377,27957,44803,,
38.415,3551730,0,477322,64932,251726,60738,120747,55572,29295,45747,,
38.805,3507160,0,478379,66537,260256,61939,122134,56467,30654,46626,,
39.195,3388660,0,474560,68347,257764,63938,127145,58007,32686,48459,,
39.585,3385160,0,479077,69769,262392,64390,129783,58993,34990,48867,,
39.975,3497890,0,476010,71043,263123,66574,134739,61006,35955,49784,,
40.365,3525810,0,482526,72996,268737,67863,136130,61647,37711,51374,,
40.755,3516280,0,485764,74521,270395,69533,141265,63840,39344,52157,,
41.145,3419840,0,477550,76393,271491,70502,138777,64787,42617,53855,,
41.535,3373780,0,485423,78492,275743,72458,147216,66471,43071,55080,,
41.925,3434310,0,477638,80314,278483,73830,145389,68662,45043,56317,,
42.315,3453160,0,483890,82491,278839,76283,151576,70095,48077,57786,,
42.705,3579620,0,478350,84548,281183,78338,153628,71937,49884,58788,,
43.095,3561530,0,481814,86822,285394,80572,156289,73106,52427,60720,,
43.485,3547440,0,479036,89117,286777,82517,156480,75388,55263,62234,,
43.875,3582760,0,481420,91396,290410,84455,162049,77160,56976,64161,,
44.265,3575920,0,479691,94040,289094,86485,163943,79288,55389,65501,,
44.655,3638860,0,481542,95685,291263,88868,168886,81344,60266,67546,,
45.045,3627330,0,479478,98550,290825,91574,167068,83306,63387,69018,,
45.435,3610620,0,479096,101142,294506,94264,172400,86139,65490,71367,,
45.825,3568240,0,479390,104837,295898,96646,177290,87903,65115,73069,,
46.215,3599030,0,481073,107459,297862,99235,175497,90546,67986,74648,,
46.605,3605380,0,479364,111103,298312,102394,178016,93364,72095,78135,,
46.995,3533670,0,478330,114254,298815,105383,181489,96761,71410,80442,,
47.385,3483410,0,480196,118028,301183,109201,182123,99418,74272,82098,,
47.775,3518500,0,478487,121637,298555,112838,184477,102947,76961,84798,,
48.165,3526480,0,479114,126169,303305,115758,190769,105921,78081,88090,,
48.555,3539100,0,479262,130258,300339,119619,190518,110204,80987,90711,,
48.945,3631180,0,478783,134795,306361,125344,191420,113644,83786,93747,,
49.335,3700160,0,479825,140459,304705,129626,189371,118507,84584,97526,,
49.725,3669130,0,478592,145579,308857,133744,191764,122933,87243,101802,,
50.115,3637490,0,473624,151701,308984,140214,194741,127810,88915,105715,,
50.505,3561770,0,473324,157698,308718,145394,198910,133491,89179,109984,,
50.895,3613220,0,472347,165633,308648,152140,201544,139836,93221,115604,,
51.285,3678760,0,470301,173598,310671,159709,198252,146120,95599,120326,,
51.675,3574500,0,473445,182423,308096,168308,203870,153056,95647,127000,,
52.065,3611890,0,475288,190857,316922,176002,201514,161097,98267,132444,,
52.455,3657870,0,475781,199222,312017,184038,205861,168162,98542,139121,,
52.845,3708680,0,469813,206765,312839,190981,204942,174423,100589,143676,,
53.235,3785870,0,466862,211427,309353,194170,208031,178460,103134,147620,,
53.625,3751980,0,470053,209088,310900,192396,208052,176782,106599,146748,,
54.015,3693970,0,469396,202830,314428,187535,208620,173195,108140,143304,,
54.405,3692100,0,470954,196637,312007,183209,212278,168838,108604,140367,,
54.795,3808520,0,471308,195952,312750,182282,213050,167149,110678,141595,,
55.185,3870780,0,466522,194458,313542,180656,214744,167436,112055,141567,,
55.575,3828160,0,466977,180958,307028,169749,216012,157613,113129,134358,,
55.965,3806540,0,463752,155301,310928,146435,213122,136800,115042,116939,,
56.355,3820260,0,465906,125789,310140,121312,216487,113829,116043,99554,,
56.745,3900810,0,462748,107637,312836,104968,217154,100513,119122,88563,,
57.135,3831690,0,466608,101727,310805,100076,219602,96925,119012,86641,,
57.525,3765490,0,460643,101967,312377,101394,215859,97636,120898,88270,,
57.915,3744320,0,462258,97945,312405,98942,218845,96074,120330,87475,,
58.305,3833260,0,458865,89372,310842,92164,218567,91259,122475,84314,,
58.695,3756840,0,458814,83683,313111,89304,220443,89558,126301,83707,,
59.085,3721250,0,457217,84781,312172,91435,221993,93421,127519,88445,,
59.475,3803490,0,461140,91274,309514,99357,223834,101867,128537,96968,,
59.865,3732060,0,459116,99570,311298,110380,222194,113628,129063,109157,,
60.255,3735170,0,457725,110306,312518,124741,220367,128199,131726,123663,,
60.645,3762690,0,459656,121435,313785,140983,224192,145931,131334,141966,,
61.035,3816060,0,454440,135172,311920,158645,225746,166620,132314,163155,,
61.425,3775540,0,453577,150036,309825,180467,224289,190541,133513,188419,,
61.815,3797730,0,461437,166834,310642,203639,226101,217007,135810,217707,,
62.205,3844050,0,456563,183365,311811,227687,224561,247190,135929,248738,,
62.595,3862690,0,455477,200902,308939,253748,225570,278237,137650,283398,,
62.985,3859890,0,458395,216761,310630,279874,227002,310662,137826,320309,,
63.375,3731410,0,453130,232757,312189,304295,226319,340863,138874,359312,,
63.765,3690090,0,454911,247614,308974,329121,225267,373854,139980,398308,,
64.155,3706460,0,454874,260397,305070,350008,223295,402435,139737,436556,,
64.545,3773500,0,452622,270751,305442,369712,224723,427766,138964,471272,,
64.935,3787140,0,451619,274802,306508,381267,226869,448962,141976,502849,,
65.325,3773900,0,448188,273932,304716,388415,226781,463005,143457,528506,,
65.715,3707700,7685680,452862,7062830,305688,6389190,225443,5764400,145814,4669160,,
66.105,3713740,21566500,453597,19350000,301567,17272400,224109,15398800,145888,12219300,,
66.495,3721760,31877500,449902,28520800,306373,25430500,226478,22669100,146610,17971400,,
66.885,3733590,70478000,445964,62837900,306812,55962100,228414,49799600,146380,39406100,,
67.275,3734440,137275000,1414490,122457000,1983980,109160000,2086940,97238800,1886260,77046300,,
67.665,3746990,210440000,452309,187785000,300916,167468000,223493,149306000,146521,118558000,,
68.055,3757510,237526000,446730,212235000,304331,189533000,227809,169218000,148298,134798000,,
68.445,3759460,171227000,446976,153303000,298112,137170000,223649,122714000,146351,98119700,,
68.835,3767260,124314000,449662,111508000,297525,99957700,222095,89590300,145372,71910100,,
69.225,3777500,163455000,2117870,147051000,3203430,132154000,3476700,118684000,3238140,95623500,,
69.615,3784240,325367000,447181,292581000,295679,263003000,225361,236358000,147699,190763000,,
70.005,3793160,413552000,446233,372377000,298040,335173000,222839,301609000,147916,244080000,,
70.395,3801110,287067000,447581,258890000,299872,233384000,220344,210334000,150105,170703000,,
70.785,3810800,124826000,445704,112750000,294257,101788000,221358,91889500,149418,74817600,,
71.175,3815100,34805800,444671,31496400,293881,28480700,222602,25763900,150301,21036300,,
71.565,3847200,316062,442693,319159,294340,307449,219564,292446,149829,257416,,
71.955,3881840,127,443921,34582,292041,51362,219345,62384,151267,72481,,
72.345,3854310,0,438860,36124,291156,54488,218575,66178,152487,78525,,
72.735,3875010,0,443868,38281,294173,57560,220757,71465,153301,85428,,
73.125,3924970,0,441906,39997,289587,61126,218581,75761,152094,92237,,
73.515,3943090,0,442321,41965,287247,64313,218136,80262,154226,99413,,
73.905,3988890,0,445818,43562,288370,67494,218876,84555,151368,105258,,
74.295,4022470,0,442669,45509,286707,70795,218370,89974,151895,112492,,
74.685,4041770,0,439946,47544,289128,73490,220797,94054,154782,119024,,
75.075,4001990,0,440712,49605,286191,77980,216345,98141,153023,126059,,
75.465,3961000,0,442701,51530,290178,80972,217227,103098,151306,133800,,
75.855,3900550,0,441611,52828,287704,83119,215370,106587,153345,139147,,
76.245,3971530,0,439319,52396,287140,83647,213952,108226,153379,142824,,
76.635,3967800,0,441098,50458,284869,82275,218540,107326,155199,143241,,
77.025,3901340,0,443519,47876,283410,79799,216799,105159,152136,141361,,
77.415,3937280,0,444118,44613,282016,75977,215455,102379,151484,139170,,
77.805,3995160,0,633825,66012,627534,110698,612449,142816,553366,182618,,
78.195,3962750,682,809263,89186,949047,145742,993982,183841,943313,225351,,
78.585,3915660,15689100,452037,14551900,297939,13509200,235018,12534200,179254,10779900,,
78.975,3916830,53842800,441685,49916000,277991,46269400,217384,42881100,153607,36821000,,
79.365,3922590,113143000,440118,104957000,278209,97351100,211140,90285100,154721,77596000,,
79.755,3922010,147086000,439789,136529000,277516,126735000,213845,117618000,152338,101274000,,
80.145,3931740,120346000,489911,111843000,364001,103897000,305423,96515300,249022,83267000,,
80.535,3934750,89442400,534082,83186400,439816,77346600,404120,71906300,352030,62120200,,
80.925,3936240,22846500,447952,20275000,288079,18149400,224378,16366300,171162,13550400,,
81.315,4017190,200804,385275,144521,169210,104634,82761,74900,29185,38812,,
81.705,4093480,38,382431,27,169312,17,84274,16,29046,4,,
82.095,4050240,0,385207,0,171398,0,85689,0,30412,0,,
82.485,4039210,0,384704,0,170825,0,84294,0,29668,0,,
82.875,4022250,0,386301,0,170645,0,86241,0,29935,0,,
83.265,4085810,0,387028,0,171612,0,87479,0,31395,0,,
83.655,4150750,0,389096,0,171924,0,86275,0,32048,0,,
84.045,4179390,0,391691,0,169919,0,87780,0,33033,0,,
84.435,4049790,0,391685,0,170763,0,86387,0,32632,0,,
84.825,4021140,0,389891,0,169832,0,89387,0,32345,0,,
85.215,4064150,0,391958,0,172157,0,87772,0,32384,0,,
85.605,4064100,0,391021,0,172712,0,86598,0,33285,0,,
85.995,4089640,0,393200,0,172692,0,88260,0,33953,0,,
86.385,4125130,0,391851,0,174601,0,89993,0,34695,0,,
86.775,4097870,0,392929,0,173082,0,89679,0,34334,0,,
87.165,4128320,0,392360,0,173261,0,90179,0,35147,0,,
87.555,4141510,0,394095,0,173353,0,93099,0,36019,0,,
87.945,4141000,0,400103,0,174575,0,92133,0,37330,0,,
88.335,4144180,0,401832,0,172799,0,92985,0,36195,0,,
88.725,4077170,0,399605,0,174886,0,92943,0,37011,0,,
89.115,4074040,0,396453,0,173870,0,93645,0,36245,0,,
89.505,4121850,0,403210,0,174503,0,90453,0,37583,0,,
89.895,4136940,0,398925,0,176046,0,93944,0,37824,0,,
90.285,4073250,0,403456,0,177098,0,92727,0,38717,0,,
90.675,4096200,0,403824,0,177384,0,92242,0,38526,0,,
91.065,4131960,0,406446,0,176850,0,93935,0,39360,0,,
91.455,4157650,0,404734,0,175171,0,93310,0,40418,0,,
91.845,4157020,0,405685,0,177497,0,93277,0,40700,0,,
92.235,4222340,0,406708,0,175547,0,94912,0,39151,0,,
92.625,4293010,0,407892,0,176999,0,93407,0,40820,0,,
93.015,4273880,0,411249,0,180899,0,95463,0,40298,0,,
93.405,4222620,0,410327,0,179296,0,95688,0,41283,0,,
93.795,4202360,0,411020,0,177013,0,96482,0,40806,0,,
94.185,4224780,0,408201,0,177757,0,96838,0,42165,0,,
94.575,4225530,0,413869,0,178235,0,96029,0,41284,0,,
94.965,4252560,0,411365,0,179263,0,96271,0,43673,0,,
95.355,4194670,0,414412,0,178773,0,95854,0,42408,0,,
95.745,4201140,0,412408,0,176924,0,95731,0,44090,0,,
96.135,4179480,0,411761,0,180458,0,96662,0,44057,0,,
96.525,4217690,0,412841,0,178706,0,96330,0,45115,0,,
96.915,4142260,0,415919,0,179054,0,96032,0,44194,0,,
97.305,4156770,0,416937,0,178282,0,97454,0,43503,0,,
97.695,4263680,0,418704,0,177599,0,98757,0,44792,0,,
98.085,4283600,0,420210,0,176743,0,97698,0,45912,0,,
98.475,4274860,0,417258,0,178322,0,97540,0,45166,0,,
98.865,4271300,0,420572,0,178222,0,98785,0,44917,0,,
99.255,4259350,0,421204,0,178122,0,98015,0,46399,0,,
99.645,4242950,0,423954,0,179940,0,98575,0,46409,0,,
100.035,4179780,0,419698,0,180474,0,97491,0,46572,0,,
100.425,4220590,0,416979,0,181873,0,97477,0,46379,0,,
100.815,4250310,0,423190,0,180087,0,97964,0,47319,0,,
101.205,4355170,0,422714,0,181595,0,98385,0,46914,0,,
101.595,4383700,0,421839,0,178777,0,97698,0,46124,0,,
101.985,4413470,0,421121,0,179756,0,98399,0,47179,0,,
102.375,4348980,0,422206,0,178162,0,98695,0,47783,0,,
102.765,4204830,0,424023,0,178697,0,98601,0,46662,0,,
103.155,4206070,0,429355,0,178664,0,98836,0,48983,0,,
103.545,4299890,0,427721,0,179761,0,98404,0,49086,0,,
103.935,4283170,0,429076,0,179329,0,98272,0,48847,0,,
104.325,4365460,0,431344,0,179157,0,98788,0,48160,0,,
104.715,4367060,0,430945,0,181006,0,98941,0,49548,0,,
105.105,4285350,0,430536,0,180952,0,99944,0,48551,0,,
105.495,4349480,0,431918,0,178898,0,100474,0,49865,0,,
105.885,4346560,0,433036,0,182063,0,98327,0,50147,0,,
106.275,4359480,0,435241,0,180736,0,98403,0,49839,0,,
106.665,4406500,0,438760,0,179520,0,99612,0,49897,0,,
107.055,4365150,0,436486,0,181718,0,101714,0,51059,0,,
107.445,4323990,0,435871,0,179951,0,99575,0,50246,0,,
107.835,4417870,0,436720,0,178934,0,99379,0,49872,0,,
108.225,4489680,0,440967,0,182195,0,99639,0,51028,0,,
108.615,4461870,0,439225,0,178413,0,98912,0,53337,0,,
109.005,4382380,0,438638,0,179606,0,101166,0,51344,0,,
109.395,4365410,0,439096,0,179570,0,99344,0,51071,0,,
109.785,4350880,0,439377,0,180992,0,99723,0,52462,0,,
110.175,4218130,0,441147,0,180551,0,97750,0,53449,0,,
110.565,4318330,0,441082,0,179800,0,101194,0,52128,0,,
110.955,4419960,0,446772,0,180857,0,99250,0,52039,0,,
111.345,4439950,0,443863,0,180844,0,99043,0,51920,0,,
111.735,4412590,0,446276,0,180810,0,99094,0,53488,0,,
112.125,4430380,0,447550,0,179443,0,99753,0,52474,0,,
112.515,4423050,0,448605,0,182453,0,98939,0,54076,0,,
112.905,4403060,0,450687,0,182913,0,99470,0,53471,0,,
113.295,4314960,0,451550,0,178053,0,99691,0,51879,0,,
113.685,4442050,0,449178,0,180487,0,98470,0,54393,0,,
114.075,4469450,0,449304,0,180741,0,99050,0,54260,0,,
114.465,4426870,0,451740,0,180749,0,99694,0,53181,0,,
114.855,4477530,0,454542,0,180467,0,98500,0,52950,0,,
115.245,4381220,0,455461,0,179730,0,97280,0,53198,0,,
115.635,4449460,0,455454,0,181593,0,99764,0,53845,0,,
116.025,4508540,0,453911,0,180902,0,99776,0,53493,0,,
116.415,4454130,0,456354,0,182622,0,98691,0,53762,0,,
116.805,4358920,0,454952,0,180291,0,97013,0,52656,0,,
117.195,4443710,0,461630,0,181169,0,97359,0,53976,0,,
117.585,4587980,0,459612,0,179595,0,98499,0,54509,0,,
117.975,4519420,0,463482,0,180892,0,98568,0,52477,0,,
118.365,4416260,0,462767,0,181352,0,98451,0,52563,0,,
118.755,4507310,0,462050,0,180469,0,100698,0,53732,0,,
119.145,4532730,0,465056,0,179410,0,99273,0,55963,0,,
119.535,4441420,0,466295,0,180712,0,98402,0,53485,0,,
119.925,4393870,0,463469,0,183485,0,101177,0,54074,0,,
120.315,4446150,0,466050,0,177857,0,98737,0,55045,0,,
120.705,4480700,0,465971,0,179590,0,97331,0,54704,0,,
121.095,4556250,0,468841,0,181188,0,98647,0,54416,0,,
121.485,4636290,0,469280,0,179458,0,97068,0,54601,0,,
121.875,4543110,0,469158,0,179068,0,97526,0,54096,0,,
122.265,4549860,0,471913,0,183027,0,97689,0,55900,0,,
122.655,4469920,0,469855,0,180196,0,98397,0,54375,0,,
123.045,4378110,0,474104,0,181708,0,97607,0,54909,0,,
123.435,4502980,0,473386,0,181691,0,96815,0,56682,0,,
123.825,4562280,0,471973,0,177406,0,95506,0,54119,0,,
124.215,4529720,0,474744,0,180577,0,97987,0,54824,0,,
124.605,4478740,0,479084,0,179151,0,98511,0,53873,0,,
124.995,4556550,0,477768,0,180384,0,97516,0,55341,0,,
125.385,4557290,0,479992,0,181091,0,97872,0,54230,0,,
125.775,4576370,0,480017,0,178590,0,97047,0,55764,0,,
126.165,4614100,0,478190,0,179065,0,96480,0,55697,0,,
126.555,4512000,0,482540,0,179029,0,95786,0,55465,0,,
126.945,4503170,0,483937,0,181918,0,98078,0,56540,0,,
127.335,4485730,0,485506,0,183458,0,96111,0,55826,0,,
127.725,4554680,0,482044,0,179814,0,96361,0,56250,0,,
128.115,4597060,0,486459,0,180389,0,96564,0,56396,0,,
128.505,4572140,0,489621,0,180898,0,96982,0,54985,0,,
128.895,4645600,0,492614,0,181475,0,95757,0,54140,0,,
129.285,4658710,0,487459,0,181218,0,97119,0,54992,0,,
129.675,4543110,0,490440,0,181291,0,98494,0,54945,0,,
130.065,4500930,0,492431,0,180198,0,95769,0,55523,0,,
130.455,4595680,0,492070,0,182178,0,95098,0,55026,0,,
130.845,4594450,0,493252,0,180083,0,94428,0,54750,0,,
131.235,4515550,0,496049,0,181605,0,95737,0,56301,0,,
131.625,4454650,0,499587,0,180103,0,96079,0,55853,0,,
132.015,4533750,0,498735,0,182065,0,93921,0,55720,0,,
132.405,4601270,0,494565,0,181368,0,96092,0,54484,0,,
132.795,4605240,0,500386,0,181302,0,95994,0,54697,0,,
133.185,4597450,0,502735,0,180532,0,95177,0,55142,0,,
133.575,4564700,0,499731,0,180226,0,97375,0,56029,0,,
133.965,4615150,0,501320,0,180638,0,94192,0,54481,0,,
134.355,4619410,0,503149,0,180229,0,93519,0,56031,0,,
134.745,4625970,0,502797,0,181161,0,93573,0,55978,0,,
135.135,4555970,0,504717,0,178693,0,95196,0,55911,0,,
135.525,4588160,0,507292,0,175780,0,94197,0,54394,0,,
135.915,4483030,0,508289,0,181315,0,94113,0,54159,0,,
136.305,4505050,0,513269,0,178538,0,92600,0,54338,0,,
136.695,4603350,0,511039,0,182248,0,92326,0,54654,0,,
137.085,4657170,0,512952,0,180088,0,93487,0,54057,0,,
137.475,4725470,0,510768,0,180461,0,92998,0,55636,0,,
137.865,4645470,0,515073,0,180361,0,93495,0,55531,0,,
138.255,4647120,0,514641,0,182297,0,92645,0,55949,0,,
138.645,4689700,0,515850,0,179887,0,94552,0,54661,0,,
139.035,4665170,0,518753,0,176281,0,93245,0,54066,0,,
139.425,4580270,0,514356,0,181594,0,92897,0,54470,0,,
139.815,4718360,0,517311,0,178936,0,93119,0,53846,0,,
140.205,4743360,0,518275,0,181095,0,93100,0,55653,0,,
140.595,4642550,0,515893,0,183613,0,91099,0,54845,0,,
140.985,4742230,0,526350,0,180324,0,93833,0,54409,0,,
141.375,4655170,0,523409,0,179692,0,91323,0,55283,0,,
141.765,4557220,0,521745,0,181002,0,92596,0,53946,0,,
142.155,4645400,0,524977,0,180885,0,92742,0,53740,0,,
142.545,4734480,0,521655,0,178968,0,90970,0,55170,0,,
142.935,4691660,0,527594,0,179224,0,90777,0,54233,0,,
143.325,4640020,0,528487,0,182275,0,91983,0,54241,0,,
143.715,4727410,0,529425,0,181195,0,91917,0,54488,0,,
144.105,4711150,0,531130,0,181235,0,92093,0,54430,0,,
144.495,4704340,0,535750,0,178941,0,89696,0,52760,0,,
144.885,4816410,0,533113,0,184303,0,89741,0,54286,0,,
145.275,4711310,0,531567,0,181546,0,89009,0,52660,0,,
145.665,4621560,0,532713,0,180512,0,90628,0,53853,0,,
146.055,4668880,0,532386,0,180994,0,90189,0,54464,0,,
146.445,4733290,0,536721,0,179553,0,90969,0,53511,0,,
146.835,4765620,0,541800,0,182015,0,91912,0,53082,0,,
147.225,4683170,0,541773,0,181261,0,88785,0,53223,0,,
147.615,4620470,0,543610,0,180936,0,90292,0,54341,0,,
148.005,4751330,0,541141,0,181797,0,88020,0,52489,0,,
148.395,4838290,0,543135,0,179032,0,89678,0,52763,0,,
148.785,4688590,0,547905,0,181113,0,89625,0,54555,0,,
149.175,4636840,0,544461,0,180296,0,89087,0,53362,0,,
149.565,4728360,0,548152,0,180569,0,89795,0,53425,0,,
149.955,4671780,0,548303,0,183047,0,90658,0,54766,0,,
150.345,4617120,0,550342,0,179178,0,89466,0,53266,0,,
150.735,4641410,0,550512,0,179764,0,87515,0,52264,0,,
151.125,4717090,0,555389,0,179842,0,86963,0,52651,0,,
151.515,4706830,0,553158,0,182221,0,87628,0,51403,0,,
151.905,4688160,0,552542,0,182908,0,85772,0,51806,0,,
152.295,4785850,0,558110,0,181250,0,87888,0,53173,0,,
152.685,4810690,0,556622,0,179783,0,87907,0,52208,0,,
153.075,4748980,0,555550,0,180934,0,88755,0,52359,0,,
153.465,4767770,0,558491,0,182278,0,86686,0,51917,0,,
153.855,4760070,0,558470,0,179314,0,88712,0,51442,0,,
154.245,4646080,0,558114,0,181101,0,86357,0,51045,0,,
154.635,4677480,0,566167,0,181502,0,88024,0,53078,0,,
155.025,4813260,0,562263,0,183188,0,87413,0,52333,0,,
155.415,4783140,0,562694,0,181056,0,86178,0,50939,0,,
155.805,4706470,0,565774,0,181302,0,87425,0,51049,0,,
156.195,4745260,0,568654,0,180349,0,86870,0,52563,0,,
