# E(keV),beta sin absorb,rX sin absorb,20 micras,40 micras,60 micras,100 micras,,Area sin absorbente: 1.217e6
# 1,2,3,4,5,6,7,,
120.16,2754.3066809767,0,386.3066809767,85.3066809767,20.041077332,-5.2647475948,,
120.55,2807.236843114,0,404.236843114,110.236843114,16.3967519978,-0.4774426003,,
120.94,2782.3066809767,0,412.3066809767,93.3066809767,21.2219429357,3.3066809767,,
121.33,2929.4787458316,0,384.4787458316,96.4787458316,22.36211713,-0.949825597,,
121.72,2838.3066809767,0,392.3066809767,101.3066809767,16.892102389,11.8781095481,,
122.11,2830.4787458316,0,381.4787458316,107.4787458316,17.6386547154,11.050174403,,
122.5,2853.4787458316,0,411.4787458316,97.4787458316,15.2769235081,0.7644601173,,
122.89,2693.6508106865,0,373.6508106865,92.6508106865,18.7788289097,-3.4920464564,,
123.28,2791.6508106865,0,406.6508106865,112.6508106865,13.6617446273,-0.0634750278,,
123.67,2836.3765188394,0,402.3765188394,103.3765188394,20.1428058553,12.2336616965,,
124.06,2863.064778259,0,368.064778259,117.064778259,19.980040218,5.4933496876,,
124.45,2774.064778259,0,390.064778259,90.064778259,22.7353932932,0.3504925448,,
124.84,2824.7206485492,0,388.7206485492,98.7206485492,23.2103979797,0.2920771206,,
125.23,2869.3066809767,0,367.3066809767,105.3066809767,15.3176149174,3.3066809767,,
125.62,2806.7530376787,0,429.7530376787,87.7530376787,13.1257028268,-8.1041051784,,
126.01,2931.064778259,0,391.064778259,98.064778259,14.4693340677,0.3504925448,,
126.4,2809.5485836943,0,386.5485836943,91.5485836943,14.5914082956,1.1200122657,,
126.79,2824.8927134041,0,385.8927134041,112.8927134041,14.510025477,-0.5358580245,,
127.18,2791.1346161217,0,398.1346161217,108.1346161217,18.5072812698,4.1346161217,,
127.57,2807.8927134041,0,393.8927134041,94.8927134041,23.1697065704,1.1784276898,,
127.96,2889.1346161217,0,442.1346161217,120.1346161217,16.9327937983,2.4203304075,,
128.35,2838.2044539844,0,415.2044539844,108.2044539844,19.002631661,9.633025413,,
128.74,2877.5485836943,0,467.5485836943,124.5485836943,19.3148707102,-0.5942734486,,
129.13,2928.5485836943,0,430.5485836943,116.5485836943,19.3148707102,9.6914408371,,
129.52,2879.4787458316,0,410.4787458316,106.4787458316,12.1279485651,0.7644601173,,
129.91,2772.1346161217,0,414.1346161217,129.1346161217,17.720037534,10.9917589789,,
130.3,2859.5809728238,0,372.5809728238,109.5809728238,11.5919067646,9.8666871095,,
130.69,2882.1346161217,0,427.1346161217,104.1346161217,18.1136594019,-1.0082410211,,
131.08,2844.3765188394,0,425.3765188394,113.3765188394,22.5045370626,12.2336616965,,
131.47,2776.3765188394,0,418.3765188394,113.3765188394,18.5683183838,7.0908045536,,
131.86,2786.1346161217,0,396.1346161217,100.1346161217,12.6029532516,-4.4368124497,,
132.25,2895.1346161217,0,377.1346161217,116.1346161217,18.5072812698,-1.0082410211,,
132.64,2846.7904864119,0,381.7904864119,91.7904864119,13.0779579381,-1.0666564452,,
133.03,2907.7904864119,0,366.7904864119,102.7904864119,20.5567734278,14.3619149833,,
133.42,2811.3066809767,0,436.3066809767,105.3066809767,15.7112367853,-1.8361761662,,
133.81,2905.7206485492,0,435.7206485492,108.7206485492,19.2741793009,5.4349342635,,
134.2,2842.3765188394,0,380.3765188394,93.3765188394,23.6854026662,1.9479474108,,
134.59,2942.3066809767,0,423.3066809767,99.3066809767,22.4028085393,-3.5504618805,,
134.98,2806.3066809767,0,396.3066809767,105.3066809767,12.9558837101,-3.5504618805,,
135.37,2893.2044539844,0,411.2044539844,114.2044539844,17.0345223216,2.7758825559,,
135.76,2822.6508106865,0,429.6508106865,107.6508106865,15.2362320988,8.5079535436,,
136.15,2758.9625512668,0,395.9625512668,106.9625512668,10.6755353215,6.6768369811,,
136.54,2888.5485836943,0,410.5485836943,129.5485836943,14.9850301635,2.83429798,,
136.93,2852.9625512668,0,408.9625512668,95.9625512668,19.3352164149,-0.180305876,,
137.32,2981.5485836943,0,419.5485836943,111.5485836943,23.251089389,-0.5942734486,,
137.71,2900.8927134041,0,399.8927134041,97.8927134041,12.1482942697,2.8927134041,,
138.1,2894.5485836943,0,410.5485836943,113.5485836943,18.1340051066,6.2628694086,,
138.49,2909.9625512668,0,418.9625512668,92.9625512668,15.7926196039,4.9625512668,,
138.88,2953.236843114,0,405.236843114,104.236843114,12.8541551868,-2.1917283146,,
139.27,2841.9625512668,0,411.9625512668,104.9625512668,17.7607289434,-1.8945915903,,
139.66,2882.618421557,0,401.618421557,120.618421557,19.4165992335,8.3327072713,,
140.05,3036.5485836943,0,422.5485836943,116.5485836943,15.3786520314,1.1200122657,,
140.44,2852.8927134041,0,480.8927134041,85.8927134041,12.9355380055,-0.5358580245,,
140.83,2961.3765188394,0,411.3765188394,116.3765188394,18.5683183838,7.0908045536,,
141.22,2953.8927134041,0,425.8927134041,119.8927134041,21.201597231,11.4641419755,,
141.61,2829.3765188394,0,395.3765188394,106.3765188394,22.1109151947,7.0908045536,,
142,2863.2044539844,0,455.2044539844,115.2044539844,19.002631661,1.0615968416,,
142.39,2945.1346161217,0,419.1346161217,137.1346161217,18.1136594019,0.7060446932,,
142.78,2971.7206485492,0,416.7206485492,113.7206485492,17.6996918294,-4.8507800222,,
143.17,2868.6508106865,0,364.6508106865,100.6508106865,12.4808790236,-0.0634750278,,
143.56,2936.2044539844,0,434.2044539844,117.2044539844,21.3643628683,-2.366974587,,
143.95,2980.7904864119,0,452.7904864119,135.7904864119,15.0460672775,2.3619149833,,
144.34,2880.2044539844,0,488.2044539844,103.2044539844,16.2472785858,-2.366974587,,
144.73,3018.1346161217,0,427.1346161217,108.1346161217,16.5391719304,-1.0082410211,,
145.12,2981.618421557,0,421.618421557,106.618421557,24.1400616481,3.1898501284,,
145.51,2875.7206485492,0,459.7206485492,118.7206485492,18.0933136973,3.7206485492,,
145.9,2896.618421557,0,428.618421557,109.618421557,18.2357336299,1.4755644141,,
146.29,2932.4463567021,0,435.4463567021,96.4463567021,13.9465844925,0.5892138449,,
146.68,2983.7904864119,0,442.7904864119,117.7904864119,17.4077984848,-2.7809421595,,
147.07,2960.2044539844,0,419.2044539844,109.2044539844,19.002631661,6.2044539844,,
147.46,2866.5485836943,0,442.5485836943,99.5485836943,14.1977864278,2.83429798,,
147.85,2908.1346161217,0,431.1346161217,95.1346161217,9.4539783085,-1.0082410211,,
148.24,3045.5485836943,0,399.5485836943,108.5485836943,13.8041645599,2.83429798,,
148.63,2977.0323891295,0,447.0323891295,122.0323891295,18.6497012024,1.8895319867,,
149.02,2847.2044539844,0,409.2044539844,103.2044539844,15.0664129822,-0.6526888727,,
149.41,2963.9625512668,0,424.9625512668,115.9625512668,18.941594547,-1.8945915903,,
149.8,2933.8927134041,0,413.8927134041,113.8927134041,18.4462441558,2.8927134041,,
150.19,2890.7206485492,0,452.7206485492,98.7206485492,18.4869355651,8.8635056921,,
150.58,2870.3765188394,0,427.3765188394,115.3765188394,17.3874527801,3.6622331251,,
150.97,2935.1346161217,0,431.1346161217,116.1346161217,10.2412220443,-4.4368124497,,
151.36,2959.4463567021,0,440.4463567021,124.4463567021,24.1807530574,10.8749281306,,
151.75,2904.5485836943,0,392.5485836943,114.5485836943,18.1340051066,4.5485836943,,
152.14,2961.9625512668,0,403.9625512668,94.9625512668,20.9097038864,-0.180305876,,
152.53,3024.236843114,0,412.236843114,101.236843114,8.1306927723,-7.3345854575,,
152.92,2971.7904864119,0,456.7904864119,107.7904864119,16.2269328811,7.5047721262,,
153.31,2954.6508106865,0,438.6508106865,98.6508106865,10.1191478163,-1.7777607421,,
153.7,3008.4463567021,0,445.4463567021,100.4463567021,22.9998874538,-1.1250718694,,
154.09,2916.0323891295,0,399.0323891295,106.0323891295,22.9795417491,13.8895319867,,
154.48,2873.2044539844,0,465.2044539844,132.2044539844,22.5452284719,-0.6526888727,,
154.87,2985.618421557,0,466.618421557,102.618421557,23.7464397802,1.4755644141,,
155.26,3031.2044539844,0,432.2044539844,116.2044539844,19.3962535289,-0.6526888727,,
155.65,2917.2742918471,0,449.2742918471,112.2742918471,25.0086882025,9.9885775614,,
156.04,2962.9625512668,0,444.9625512668,103.9625512668,18.1543508112,4.9625512668,,
156.43,2960.8927134041,0,460.8927134041,94.8927134041,14.1164036091,-2.2501437387,,
156.82,2933.1022269922,0,450.1022269922,118.1022269922,20.3259171972,2.2450841351,,
157.21,3019.5485836943,0,485.5485836943,115.5485836943,12.6232989562,1.1200122657,,
157.6,2933.3765188394,0,467.3765188394,118.3765188394,18.5683183838,-1.4806240178,,
157.99,2979.0323891295,0,456.0323891295,124.0323891295,22.9795417491,5.3181034152,,
158.38,2999.9625512668,0,469.9625512668,108.9625512668,20.1224601506,-0.180305876,,
158.77,2943.0323891295,0,427.0323891295,109.0323891295,18.2560793345,0.1752462724,,
159.16,2998.2044539844,0,472.2044539844,124.2044539844,16.2472785858,6.2044539844,,
159.55,2941.7904864119,0,405.7904864119,120.7904864119,24.8866139745,4.0762006976,,
159.94,2914.8603242746,0,442.8603242746,106.8603242746,22.2329894227,-0.7111042968,,
160.33,2995.7904864119,0,412.7904864119,128.7904864119,20.16315156,10.9333435548,,
160.72,3003.4463567021,0,458.4463567021,128.4463567021,17.4891813034,2.3034995592,,
161.11,2874.1346161217,0,448.1346161217,105.1346161217,15.7519281946,-1.0082410211,,
161.5,2861.7904864119,0,419.7904864119,117.7904864119,24.8866139745,-2.7809421595,,
161.89,2939.8603242746,0,433.8603242746,105.8603242746,19.4776363475,6.1460385603,,
162.28,3029.2742918471,0,499.2742918471,103.2742918471,19.4979820522,3.1314347043,,
162.67,2968.0323891295,0,452.0323891295,113.0323891295,13.53261692,3.6038177009,,
163.06,2871.3765188394,0,451.3765188394,108.3765188394,14.632099705,1.9479474108,,
163.45,2966.8603242746,0,429.8603242746,121.8603242746,23.4138550263,2.7174671317,,
163.84,3010.0323891295,0,445.0323891295,115.0323891295,21.4050542776,10.4609605581,,
164.23,2940.618421557,0,434.618421557,121.618421557,18.2357336299,-3.6672927287,,
164.62,3036.2742918471,0,477.2742918471,115.2742918471,17.5298727127,-2.0114224386,,
165.01,2963.618421557,0,469.618421557,115.618421557,14.6931368189,-0.2387213002,,
165.4,2957.0323891295,0,435.0323891295,103.0323891295,16.2879699951,-4.9676108705,,
165.79,2995.3066809767,0,465.3066809767,99.3066809767,18.4665898605,-6.9790333091,,
166.18,2936.3765188394,0,436.3765188394,126.3765188394,18.9619402517,0.2336616965,,
166.57,2937.4463567021,0,461.4463567021,112.4463567021,19.8509125107,0.5892138449,,
166.96,3004.9625512668,0,483.9625512668,100.9625512668,22.0905694901,-3.6088773046,,
167.35,2933.5485836943,0,462.5485836943,95.5485836943,12.6232989562,-2.3085591629,,
167.74,2999.2044539844,0,436.2044539844,113.2044539844,20.9707410004,4.4901682702,,
168.13,2991.7206485492,0,424.7206485492,105.7206485492,13.3698512827,2.0063628349,,
168.52,3044.618421557,0,455.618421557,105.618421557,20.2038429693,3.1898501284,,
168.91,3035.1022269922,0,466.1022269922,112.1022269922,20.3259171972,3.9593698494,,
169.3,2983.618421557,0,421.618421557,104.618421557,18.6293554978,4.9041358427,,
169.69,2976.1022269922,0,451.1022269922,112.1022269922,21.113160933,2.2450841351,,
170.08,2956.8603242746,0,444.8603242746,120.8603242746,21.8393675548,-0.7111042968,,
170.47,3028.2742918471,0,454.2742918471,105.2742918471,27.3704194098,-0.2971367243,,
170.86,2977.7206485492,0,447.7206485492,109.7206485492,9.4336326039,-3.1364943079,,
171.25,3047.7904864119,0,488.7904864119,133.7904864119,15.0460672775,14.3619149833,,
171.64,2977.7904864119,0,465.7904864119,115.7904864119,16.2269328811,0.647629269,,
172.03,2977.5161945648,0,479.5161945648,115.5161945648,20.3462629019,2.6590517076,,
172.42,3021.618421557,0,444.618421557,115.618421557,18.2357336299,4.9041358427,,
172.81,2923.2044539844,0,478.2044539844,109.2044539844,20.9707410004,-0.6526888727,,
173.2,3020.4463567021,0,462.4463567021,96.4463567021,21.0317781144,4.0177852735,,
173.59,2916.5161945648,0,466.5161945648,130.5161945648,20.7398847698,0.9447659933,,
173.98,2913.4463567021,0,449.4463567021,144.4463567021,26.1488623968,4.0177852735,,
174.37,2933.7904864119,0,467.7904864119,110.7904864119,14.2588235417,-1.0666564452,,
174.76,2918.4463567021,0,479.4463567021,98.4463567021,20.2445343786,2.3034995592,,
175.15,2947.618421557,0,472.618421557,128.618421557,16.6612461583,-3.6672927287,,
175.54,2924.9301621373,0,438.9301621373,129.9301621373,23.5155835496,4.7873049944,,
175.93,3013.618421557,0,484.618421557,149.618421557,17.4484898941,1.4755644141,,
176.32,3039.2044539844,0,453.2044539844,111.2044539844,20.5771191325,2.7758825559,,
176.71,3024.9301621373,0,517.9301621373,118.9301621373,19.1857430029,3.0730192802,,
177.1,2980.3765188394,0,487.3765188394,114.3765188394,13.0576122334,0.2336616965,,
177.49,2943.7904864119,0,501.7904864119,127.7904864119,13.471579806,2.3619149833,,
177.88,2987.1346161217,0,494.1346161217,115.1346161217,12.9965751195,-2.7225267354,,
178.27,3101.3765188394,0,468.3765188394,119.3765188394,13.8448559692,-1.4806240178,,
178.66,3014.0323891295,0,473.0323891295,131.0323891295,22.1922980133,-1.5390394419,,
179.05,2922.3765188394,0,443.3765188394,112.3765188394,18.9619402517,-3.1949097321,,
179.44,3018.7904864119,0,492.7904864119,117.7904864119,15.0460672775,-6.2095135881,,
179.83,3035.618421557,0,480.618421557,124.618421557,16.6612461583,-0.2387213002,,
180.22,2948.5485836943,0,492.5485836943,120.5485836943,14.1977864278,-0.5942734486,,
180.61,2846.4463567021,0,467.4463567021,119.4463567021,22.212643718,0.5892138449,,
181,2969.5161945648,0,503.5161945648,133.5161945648,20.7398847698,-0.769519721,,
181.39,2997.4463567021,0,494.4463567021,119.4463567021,20.6381562465,2.3034995592,,
181.78,3043.3066809767,0,432.3066809767,121.3066809767,11.7750181065,-1.8361761662,,
182.17,2946.2742918471,0,492.2742918471,118.2742918471,17.1362508449,11.7028632757,,
182.56,3022.8603242746,0,444.8603242746,140.8603242746,15.5414176687,2.7174671317,,
182.95,2969.1022269922,0,452.1022269922,117.1022269922,12.4534798396,9.1022269922,,
183.34,2939.2742918471,0,435.2742918471,115.2742918471,19.89160392,6.5600061329,,
183.73,2929.8603242746,0,408.8603242746,131.8603242746,20.2648800833,-0.7111042968,,
184.12,3022.7904864119,0,468.7904864119,117.7904864119,18.1950422206,-4.4952278738,,
184.51,3073.2742918471,0,446.2742918471,120.2742918471,21.4660913916,6.5600061329,,
184.9,2929.3765188394,0,464.3765188394,122.3765188394,19.7491839874,1.9479474108,,
185.29,2981.9301621373,0,518.9301621373,132.9301621373,24.6964491532,8.215876423,,
185.68,2918.8603242746,0,478.8603242746,132.8603242746,20.2648800833,1.0031814175,,
186.07,3021.3765188394,0,471.3765188394,102.3765188394,18.1746965159,-1.4806240178,,
186.46,2912.8603242746,0,452.8603242746,111.8603242746,21.052123819,-0.7111042968,,
186.85,2979.2742918471,0,470.2742918471,136.2742918471,15.9553852412,-0.2971367243,,
187.24,2925.0323891295,0,486.0323891295,114.0323891295,21.0114324097,-1.5390394419,,
187.63,3008.1022269922,0,461.1022269922,138.1022269922,19.9322953293,-2.8977730078,,
188.02,2991.8603242746,0,500.8603242746,130.8603242746,18.6903926117,6.1460385603,,
188.41,2990.4463567021,0,520.4463567021,119.4463567021,22.6062655859,-4.5536432979,,
188.8,3027.6882594197,0,495.6882594197,112.6882594197,20.6991933605,3.5454022768,,
189.19,2977.7904864119,0,489.7904864119,105.7904864119,17.8014203527,-1.0666564452,,
189.58,3009.8927134041,0,473.8927134041,117.8927134041,14.9036473449,-5.6787151673,,
189.97,2968.8603242746,0,481.8603242746,127.8603242746,24.59472063,4.431752846,,
190.36,2870.9625512668,0,477.9625512668,99.9625512668,16.1862414718,-0.180305876,,
190.75,2947.7904864119,0,464.7904864119,123.7904864119,17.8014203527,-1.0666564452,,
191.14,3042.4463567021,0,511.4463567021,117.4463567021,20.2445343786,4.0177852735,,
191.53,2969.5161945648,0,479.5161945648,118.5161945648,20.3462629019,4.3733374219,,
191.92,3038.6882594197,0,506.6882594197,132.6882594197,20.3055714926,-1.597454866,,
192.31,2959.618421557,0,491.618421557,111.618421557,23.7464397802,-1.9530070145,,
192.7,2909.8603242746,0,458.8603242746,123.8603242746,19.0840144796,6.1460385603,,
193.09,3054.2742918471,0,475.2742918471,104.2742918471,18.3171164485,1.41714899,,
193.48,3019.8603242746,0,480.8603242746,105.8603242746,21.052123819,-0.7111042968,,
193.87,3025.618421557,0,483.618421557,127.618421557,19.0229773656,-1.9530070145,,
194.26,2933.618421557,0,505.618421557,121.618421557,19.0229773656,-3.6672927287,,
194.65,3025.7904864119,0,473.7904864119,108.7904864119,17.0141766169,-2.7809421595,,
195.04,2941.2742918471,0,456.2742918471,114.2742918471,21.0724695237,1.41714899,,
195.43,2919.5161945648,0,496.5161945648,133.5161945648,19.952641034,-0.769519721,,
195.82,2986.4463567021,0,502.4463567021,145.4463567021,20.2445343786,-1.1250718694,,
196.21,2841.618421557,0,461.618421557,124.618421557,15.4803805547,-0.2387213002,,
196.6,3005.1022269922,0,509.1022269922,130.1022269922,19.9322953293,3.9593698494,,
196.99,2977.6882594197,0,483.6882594197,120.6882594197,21.0928152283,6.9739737054,,
197.38,2916.4463567021,0,469.4463567021,136.4463567021,19.063668775,-2.8393575837,,
197.77,3087.618421557,0,502.618421557,129.618421557,19.4165992335,-0.2387213002,,
198.16,2897.6882594197,0,492.6882594197,135.6882594197,19.9119496247,-1.597454866,,
198.55,2969.0323891295,0,470.0323891295,129.0323891295,21.0114324097,0.1752462724,,
198.94,3001.6882594197,0,479.6882594197,118.6882594197,15.1884872101,12.1168308483,,
199.33,2976.1022269922,0,495.1022269922,124.1022269922,15.6024547827,-1.1834872935,,
199.72,2925.4463567021,0,448.4463567021,129.4463567021,14.7338282283,-2.8393575837,,
200.11,2924.4463567021,0,455.4463567021,113.4463567021,20.2445343786,0.5892138449,,
200.5,2916.2742918471,0,469.2742918471,121.2742918471,23.434200731,-2.0114224386,,
200.89,2942.1022269922,0,492.1022269922,121.1022269922,20.7195390651,12.5307984208,,
201.28,2964.5161945648,0,492.5161945648,129.5161945648,25.0697253165,-2.4838054352,,
201.67,3007.2044539844,0,473.2044539844,132.2044539844,17.4281441894,-0.6526888727,,
202.06,2899.0323891295,0,489.0323891295,129.0323891295,21.7986761455,-3.2533251562,,
202.45,3058.4463567021,0,475.4463567021,117.4463567021,18.2764250392,-4.5536432979,,
202.84,2902.2742918471,0,507.2742918471,126.2742918471,19.89160392,-2.0114224386,,
203.23,2995.5161945648,0,519.5161945648,134.5161945648,21.9207503734,11.230480279,,
203.62,2921.6882594197,0,468.6882594197,119.6882594197,15.582109078,3.5454022768,,
204.01,2836.1022269922,0,500.1022269922,137.1022269922,17.5705641221,0.5307984208,,
204.4,2916.3441297098,0,471.3441297098,127.3441297098,18.8124668397,0.0584154241,,
204.79,2986.8603242746,0,446.8603242746,139.8603242746,19.8712582154,-0.7111042968,,
205.18,3051.2742918471,0,476.2742918471,115.2742918471,20.2852257879,1.41714899,,
205.57,2908.0323891295,0,508.0323891295,120.0323891295,19.8305668061,-1.5390394419,,
205.96,2919.6882594197,0,496.6882594197,133.6882594197,22.273680832,-1.597454866,,
206.35,2934.1022269922,0,521.1022269922,128.1022269922,20.7195390651,0.5307984208,,
206.74,3013.9625512668,0,470.9625512668,132.9625512668,12.250022793,1.5339798382,,
207.13,2910.6882594197,0,502.6882594197,133.6882594197,18.3374621532,0.1168308483,,
207.52,2944.4463567021,0,521.4463567021,127.4463567021,13.1593407567,-2.8393575837,,
207.91,2973.5161945648,0,508.5161945648,141.5161945648,21.9207503734,6.0876231362,,
208.3,2968.2742918471,0,557.2742918471,130.2742918471,17.5298727127,1.41714899,,
208.69,3007.5161945648,0,472.5161945648,136.5161945648,22.3143722413,6.0876231362,,
209.08,2989.6882594197,0,468.6882594197,111.6882594197,15.1884872101,1.8311165625,,
209.47,2893.3441297098,0,497.3441297098,123.3441297098,17.631601236,3.4869868527,,
209.86,2843.8603242746,0,474.8603242746,143.8603242746,19.0840144796,2.7174671317,,
210.25,3011.2742918471,0,508.2742918471,113.2742918471,17.1362508449,-2.0114224386,,
210.64,3064.8603242746,0,538.8603242746,127.8603242746,16.7222832723,-4.1396757254,,
211.03,2904.9301621373,0,530.9301621373,139.9301621373,20.3666086065,3.0730192802,,
211.42,2970.5161945648,0,489.5161945648,136.5161945648,20.3462629019,2.6590517076,,
211.81,2914.6882594197,0,520.6882594197,145.6882594197,21.0928152283,0.1168308483,,
212.2,2910.7580972824,0,487.7580972824,129.7580972824,20.8009218837,7.3295258538,,
212.59,3019.8603242746,0,541.8603242746,119.8603242746,19.8712582154,-4.1396757254,,
212.98,2871.8603242746,0,532.8603242746,133.8603242746,19.4776363475,-0.7111042968,,
213.37,2882.4463567021,0,498.4463567021,124.4463567021,17.4891813034,0.5892138449,,
213.76,2961.1022269922,0,499.1022269922,121.1022269922,20.7195390651,3.9593698494,,
214.15,2907.5161945648,0,480.5161945648,128.5161945648,20.7398847698,4.3733374219,,
214.54,2869.9301621373,0,497.9301621373,125.9301621373,23.9092054175,3.0730192802,,
214.93,2907.9301621373,0,524.9301621373,136.9301621373,18.792121135,4.7873049944,,
215.32,2857.618421557,0,486.618421557,126.618421557,19.4165992335,-3.6672927287,,
215.71,2928.2742918471,0,488.2742918471,97.2742918471,19.4979820522,1.41714899,,
216.1,2937.618421557,0,545.618421557,109.618421557,19.4165992335,3.1898501284,,
216.49,2921.2742918471,0,481.2742918471,120.2742918471,19.89160392,3.1314347043,,
216.88,2825.5161945648,0,506.5161945648,117.5161945648,19.952641034,0.9447659933,,
217.27,2922.2742918471,0,511.2742918471,146.2742918471,18.3171164485,4.8457204186,,
217.66,2974.4463567021,0,490.4463567021,117.4463567021,15.521071964,-2.8393575837,,
218.05,2773.9301621373,0,520.9301621373,136.9301621373,23.9092054175,3.0730192802,,
218.44,2881.0323891295,0,486.0323891295,119.0323891295,14.7134825236,-1.5390394419,,
218.83,2853.4463567021,0,490.4463567021,111.4463567021,13.9465844925,-1.1250718694,,
219.22,2946.6882594197,0,514.6882594197,138.6882594197,20.6991933605,3.5454022768,,
219.61,2892.2742918471,0,471.2742918471,119.2742918471,23.8278225988,1.41714899,,
220,3005.5161945648,0,524.5161945648,141.5161945648,19.952641034,-0.769519721,,
220.39,2992.8603242746,0,506.8603242746,123.8603242746,27.743695573,-2.4253900111,,
220.78,2864.6882594197,0,486.6882594197,140.6882594197,15.582109078,-1.597454866,,
221.17,2921.8603242746,0,513.8603242746,117.8603242746,19.0840144796,-2.4253900111,,
221.56,2928.6882594197,0,496.6882594197,116.6882594197,19.5183277568,0.1168308483,,
221.95,2960.6882594197,0,539.6882594197,153.6882594197,20.3055714926,-1.597454866,,
222.34,2840.1022269922,0,504.1022269922,129.1022269922,21.9004046688,-1.1834872935,,
222.73,2857.1022269922,0,494.1022269922,118.1022269922,22.6876484045,-2.8977730078,,
223.12,2894.9301621373,0,547.9301621373,137.9301621373,18.3984992671,1.3587335659,,
223.51,2861.7580972824,0,516.7580972824,148.7580972824,23.9498968268,0.4723829967,,
223.9,2872.7580972824,0,465.7580972824,130.7580972824,18.4391906765,0.4723829967,,
224.29,2969.1022269922,0,501.1022269922,146.1022269922,21.5067828009,3.9593698494,,
224.68,2886.1022269922,0,505.1022269922,133.1022269922,23.8685140082,-2.8977730078,,
225.07,2891.1022269922,0,509.1022269922,139.1022269922,17.9641859899,-1.1834872935,,
225.46,2859.0323891295,0,523.0323891295,129.0323891295,17.4688355988,-3.2533251562,,
225.85,2863.618421557,0,481.618421557,151.618421557,16.6612461583,-3.6672927287,,
226.24,2912.5161945648,0,510.5161945648,137.5161945648,20.3462629019,-0.769519721,,
226.63,2960.1022269922,0,484.1022269922,127.1022269922,17.1769422542,0.5307984208,,
227.02,2864.2742918471,0,529.2742918471,137.2742918471,16.742628977,-2.0114224386,,
227.41,2879.5161945648,0,477.5161945648,130.5161945648,19.952641034,2.6590517076,,
227.8,2887.4463567021,0,513.4463567021,146.4463567021,21.0317781144,0.5892138449,,
228.19,2798.9301621373,0,485.9301621373,138.9301621373,17.6112555314,3.0730192802,,
228.58,2838.2742918471,0,532.2742918471,113.2742918471,20.6788476558,-2.0114224386,,
228.97,2864.6882594197,0,518.6882594197,134.6882594197,20.3055714926,0.1168308483,,
229.36,2890.4463567021,0,531.4463567021,120.4463567021,19.063668775,-4.5536432979,,
229.75,2853.8603242746,0,533.8603242746,133.8603242746,23.8074768942,-4.1396757254,,
230.14,2871.2742918471,0,521.2742918471,141.2742918471,21.0724695237,-0.2971367243,,
230.53,2870.6882594197,0,502.6882594197,135.6882594197,24.6354120393,-1.597454866,,
230.92,2857.1022269922,0,520.1022269922,145.1022269922,20.7195390651,2.2450841351,,
231.31,2872.9301621373,0,518.9301621373,144.9301621373,23.1219616817,1.3587335659,,
231.7,2815.0323891295,0,491.0323891295,120.0323891295,19.4369449382,-3.2533251562,,
232.09,2868.2742918471,0,521.2742918471,133.2742918471,18.7107383164,-0.2971367243,,
232.48,2985.8603242746,0,548.8603242746,131.8603242746,17.5095270081,1.0031814175,,
232.87,2845.5161945648,0,540.5161945648,129.5161945648,23.4952378449,6.0876231362,,
233.26,2959.5161945648,0,489.5161945648,127.5161945648,23.8888597128,2.6590517076,,
233.65,2952.8603242746,0,482.8603242746,134.8603242746,14.360552065,-0.7111042968,,
234.04,2782.9301621373,0,567.9301621373,134.9301621373,21.1538523423,-0.3555521484,,
234.43,2872.4463567021,0,536.4463567021,113.4463567021,15.521071964,-2.8393575837,,
234.82,2950.1022269922,0,540.1022269922,139.1022269922,20.7195390651,-1.1834872935,,
235.21,2826.1022269922,0,502.1022269922,119.1022269922,20.7195390651,5.6736555636,,
235.6,2741.618421557,0,521.618421557,138.618421557,16.6612461583,-3.6672927287,,
235.99,2854.3441297098,0,526.3441297098,145.3441297098,23.9295511221,0.0584154241,,
236.38,2874.6882594197,0,529.6882594197,113.6882594197,16.7629746816,1.8311165625,,
236.77,2860.3441297098,0,538.3441297098,129.3441297098,24.32317299,-1.6558702902,,
237.16,2837.6882594197,0,521.6882594197,126.6882594197,22.273680832,0.1168308483,,
237.55,2815.2742918471,0,547.2742918471,137.2742918471,19.4979820522,-0.2971367243,,
237.94,2800.5161945648,0,522.5161945648,131.5161945648,26.644212788,0.9447659933,,
238.33,2849.1022269922,0,542.1022269922,136.1022269922,23.4748921403,0.5307984208,,
238.72,2851.7580972824,0,565.7580972824,122.7580972824,18.0455688086,2.186668711,,
239.11,2814.9301621373,0,552.9301621373,140.9301621373,18.3984992671,4.7873049944,,
239.5,2855.2742918471,0,505.2742918471,149.2742918471,21.8597132594,3.1314347043,,
239.89,2847.618421557,0,498.618421557,108.618421557,18.6293554978,-3.6672927287,,
240.28,2947.6882594197,0,518.6882594197,120.6882594197,18.731084021,-1.597454866,,
240.67,2736.3441297098,0,535.3441297098,122.3441297098,15.2698700287,0.0584154241,,
241.06,2881.1022269922,0,495.1022269922,137.1022269922,17.9641859899,3.9593698494,,
241.45,2817.5161945648,0,508.5161945648,115.5161945648,24.2824815807,0.9447659933,,
241.84,2818.9301621373,0,517.9301621373,116.9301621373,18.3984992671,3.0730192802,,
242.23,2735.2742918471,0,560.2742918471,152.2742918471,19.89160392,-2.0114224386,,
242.62,2802.8603242746,0,535.8603242746,151.8603242746,21.052123819,-4.1396757254,,
243.01,2867.1022269922,0,529.1022269922,151.1022269922,22.2940265366,-1.1834872935,,
243.4,2864.2742918471,0,486.2742918471,136.2742918471,16.3490071091,1.41714899,,
