#Table:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        #x(mm) ,            E_e- ,            E_e+ ,       EdepTotal ,No_e-_LeptsElastic ,Ed_e-_LeptsElastic ,No_e+_LeptsElastic ,Ed_e+_LeptsElastic ,No_e-_LeptsExcitRotat ,Ed_e-_LeptsExcitRotat ,No_e+_LeptsExcitRotat ,Ed_e+_LeptsExcitRotat ,No_e+_LeptsExcitVibrat ,Ed_e+_LeptsExcitVibrat ,No_e-_LeptsElectronicExcitation ,Ed_e-_LeptsElectronicExcitation ,No_e+_LeptsElectronicExcitation ,Ed_e+_LeptsElectronicExcitation ,No_e+_LeptsDissocNeutr ,Ed_e+_LeptsDissocNeutr ,No_e-_LeptsIonisationS ,Ed_e-_LeptsIonisationS ,No_e+_LeptsIonisationS ,Ed_e+_LeptsIonisationS ,No_e-_LeptsIonisationD ,Ed_e-_LeptsIonisationD ,No_e+_LeptsIonisationD ,Ed_e+_LeptsIonisationD ,No_e+_LeptsIonisationK ,Ed_e+_LeptsIonisationK ,No_e-_LeptsThermalisation ,Ed_e-_LeptsThermalisation ,No_e-_LeptsAttachment ,Ed_e-_LeptsAttachment ,No_e+_LeptsAnnihilation ,Ed_e+_LeptsAnnihilation ,No_e+_LeptsPositronium ,Ed_e+_LeptsPositronium ,        EdepAxis 
0.008775,24.2308,16902.6,5278.13,29488,7.13888,27,0.0326021,53745,627.179,23,0.277103,0,0,41,387.561,3,33.1864,18,1474.67,75,945.75,98,1235.78,0,0,1,432.662,0,0,154,1.33888,18,131.554,0,0,0,0,153.74
0.008825,23.5473,12723.8,1608.96,13945,3.44771,36,0.0512984,24889,290.454,258,3.02022,1,0.14566,16,153.156,1,7.14556,9,311.256,20,252.2,42,529.62,0,0,0,0,0,0,55,0.458904,8,56.9944,1,0.0116492,0,0,0
0.008875,17.7649,10800.2,2933.45,12870,3.13597,18,0.00849404,22924,267.427,20,0.234302,0,0,14,154.77,1,12.331,14,921.614,21,264.81,38,479.18,0,0,3,777.289,0,0,59,0.681591,4,32.9266,0,0,1,19.0378,0
0.008925,12.7283,7442.49,2681.62,14670,3.35195,21,0.00774281,27784,323.639,56,0.678663,0,0,21,186.699,3,29.9315,7,727.226,37,466.57,50,630.5,0,0,1,284.864,0,0,85,0.646357,4,25.4806,1,0.0252824,0,0,0
0.008975,8.23031,4222.71,1296.82,9383,2.20591,12,0.00668877,16845,196.413,8,0.0965543,0,0,13,123.126,1,8.38205,5,163.569,14,176.54,28,353.08,0,0,1,181.101,0,0,38,0.343197,5,38.243,0,0,1,53.7145,0
0.009025,8.37466,3847.75,1626.03,13743,3.3724,19,0.0136954,23942,279.187,17,0.203453,0,0,19,185.76,0,0,8,286.821,22,277.42,44,554.84,0,0,0,0,0,0,56,0.413021,5,37.004,0,0,0,0,0
0.009075,8.40262,5004.94,1536.59,4781,1.15688,12,0.00435235,8526,99.1931,4,0.0484952,0,0,5,55.0389,0,0,5,477.62,6,75.66,17,214.37,0,0,1,598.519,0,0,21,0.19606,2,14.7848,0,0,0,0,0
0.009125,8.54895,4465.25,1099.98,6345,1.54026,4,0.00275604,11418,133.179,3,0.0359094,0,0,3,23.4748,1,9.93418,3,63.3349,16,201.76,18,226.98,0,0,1,407.4,0,0,34,0.209247,3,29.1256,0,0,0,0,0
0.009175,4.19525,435.43,1043.82,6418,1.57464,13,0.00684048,11564,135.083,9,0.109106,0,0,11,106.609,1,9.35647,3,102.598,12,151.32,19,239.59,0,0,1,265.323,0,0,30,0.224514,2,12.9836,0,0,1,18.0432,0
0.009225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009275,-1.65436E-18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009375,-3.30872E-18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009425,-1.65436E-18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009525,-1.65436E-18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009575,-1.65436E-18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009675,-3.30872E-18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009725,-1.65436E-18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009825,-1.65436E-18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009875,-1.65436E-18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010025,-8.43921E-15,-6.05415E-12,66260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
