280,13,idxs,,,,,,,,,,,
117,1,1,0.49,0.3,0.158,0.0861,0.0555,0.0282,0.0127,0.00301,0.00133,0.000488,0.000141
118,1,1,0.496,0.301,0.157,0.0859,0.0555,0.0279,0.0126,0.00297,0.00132,0.000487,0.000138
119,1,1,0.502,0.302,0.156,0.0857,0.0555,0.0275,0.0125,0.00291,0.0013,0.00048,0.000136
120,1,1,0.508,0.303,0.155,0.0856,0.0556,0.0272,0.0125,0.00288,0.00129,0.000477,0.000132
121,1,1,0.513,0.304,0.155,0.0855,0.0554,0.0268,0.0124,0.00283,0.00127,0.000466,0.00013
122,1,1,0.518,0.304,0.154,0.0853,0.0552,0.0265,0.0124,0.0028,0.00124,0.000456,0.000128
123,1,1,0.523,0.305,0.153,0.085,0.0549,0.0262,0.0124,0.00277,0.00122,0.000445,0.000126
124,1,1,0.527,0.306,0.152,0.0847,0.0544,0.0259,0.0124,0.00274,0.00119,0.000434,0.000125
125,1,1,0.531,0.306,0.152,0.0844,0.0539,0.0257,0.0123,0.00274,0.00117,0.000429,0.000121
126,1,1,0.535,0.307,0.151,0.084,0.0532,0.0254,0.0122,0.0027,0.00115,0.000421,0.000118
127,1,1,0.538,0.307,0.15,0.0836,0.0526,0.0252,0.012,0.00269,0.00114,0.00042,0.000114
128,1,1,0.541,0.308,0.149,0.0831,0.052,0.025,0.0118,0.00264,0.00112,0.00041,0.000115
129,1,1,0.543,0.308,0.148,0.0826,0.0515,0.0248,0.0116,0.00262,0.00111,0.000404,0.000113
130,1,1,0.546,0.309,0.147,0.082,0.0509,0.0245,0.0114,0.00257,0.0011,0.000394,0.000112
131,1,1,0.548,0.31,0.147,0.0815,0.0505,0.0243,0.0112,0.00253,0.00109,0.000388,0.000108
132,1,1,0.551,0.31,0.146,0.081,0.0502,0.0241,0.011,0.00251,0.00108,0.000386,0.000106
133,1,1,0.553,0.311,0.145,0.0804,0.0499,0.0238,0.0109,0.00248,0.00106,0.000384,0.000106
134,1,1,0.555,0.312,0.145,0.0799,0.0498,0.0237,0.0108,0.00248,0.00106,0.000385,0.000106
135,1,1,0.558,0.313,0.144,0.0794,0.0495,0.0235,0.0107,0.00246,0.00104,0.000377,0.000106
136,1,1,0.56,0.314,0.144,0.0789,0.0494,0.0234,0.0106,0.00246,0.00104,0.000372,0.000103
137,1,1,0.563,0.315,0.144,0.0784,0.0491,0.0233,0.0106,0.00244,0.00103,0.00036,0.0000996
138,1,1,0.565,0.317,0.143,0.0781,0.0489,0.0232,0.0106,0.00243,0.00102,0.000354,0.0000967
139,1,1,0.568,0.318,0.143,0.0778,0.0486,0.0232,0.0105,0.00241,0.001,0.000348,0.0000969
140,1,1,0.571,0.32,0.143,0.0775,0.0483,0.0232,0.0105,0.00238,0.000985,0.000347,0.0000972
