#  ,15eV,15eV,15eV,15eV,15eV,15eV,15eV,,,10eV,10eV,10eV,10eV,10eV
# E(MeV) , 0mTorr,2mTorr,2mTorr Ref,9.5mTorr,9.5mTorr Ref,10mTorr,10mTorr Ref,,2mTorr,2mTorr Ref,9.5mTorr,9.5mTorr Ref,10mTorr,10mTorr Ref
5.645E-06,1000000,792909,873705,252134,283503,230967,257697,,664452,777673,78458,87544,65008,73006
5.655E-06,1000000,792789,873507,251977,283334,230795,257491,,664283,777344,78215,87248,64768,72703
5.665E-06,1000000,792661,873309,251803,283117,230639,257274,,664118,776989,77964,86937,64530,72446
5.675E-06,1000000,792532,873101,251648,282923,230469,257060,,663951,776642,77726,86627,64295,72166
5.685E-06,1000000,792412,872885,251492,282709,230313,256856,,663790,776279,77509,86339,64087,71901
5.695E-06,1000000,792307,872703,251316,282454,230144,256622,,663628,775948,77270,86031,63863,71628
5.705E-06,1000000,792191,872520,251158,282243,229981,256428,,663486,775626,77026,85714,63640,71356
5.715E-06,1000000,792070,872333,250984,282010,229822,256219,,663321,775283,76779,85393,63410,71088
5.725E-06,1000000,791956,872152,250835,281796,229678,256019,,663144,774933,76538,85113,63186,70834
5.735E-06,1000000,791812,871950,250680,281595,229514,255833,,662959,774582,76291,84839,62989,70569
5.745E-06,1000000,791666,871730,250518,281394,229377,255619,,662787,774212,76064,84551,62769,70290
5.755E-06,1000000,791538,871511,250359,281193,229212,255405,,662607,773849,75817,84271,62569,69999
5.765E-06,1000000,791425,871322,250196,280986,229056,255206,,662438,773489,75596,83941,62342,69733
5.775E-06,1000000,791286,871141,250068,280767,228896,255011,,662261,773117,75364,83645,62136,69468
5.785E-06,1000000,791152,870938,249902,280572,228749,254791,,662083,772804,75098,83366,61903,69233
5.795E-06,1000000,791010,870723,249724,280352,228580,254623,,661915,772455,74862,83056,61691,68979
5.805E-06,1000000,790878,870536,249553,280156,228420,254422,,661757,772103,74641,82728,61478,68716
5.815E-06,1000000,790751,870338,249385,279931,228266,254232,,661590,771732,74422,82449,61273,68469
5.825E-06,1000000,790615,870154,249248,279713,228089,254022,,661414,771345,74206,82193,61053,68213
5.835E-06,1000000,790501,869952,249093,279513,227915,253802,,661250,771024,73936,81927,60838,67961
5.845E-06,1000000,790354,869751,248936,279328,227767,253618,,661076,770707,73715,81617,60636,67708
5.855E-06,1000000,790211,869537,248777,279083,227620,253401,,660893,770388,73474,81324,60395,67475
5.865E-06,1000000,790085,869336,248598,278896,227475,253218,,660708,770009,73253,81036,60211,67237
5.875E-06,1000000,789934,869126,248421,278697,227326,253052,,660509,769658,73011,80747,60006,66999
5.885E-06,1000000,789795,868920,248244,278472,227177,252858,,660308,769293,72767,80480,59805,66725
5.895E-06,1000000,789656,868725,248094,278279,227020,252656,,660127,768941,72528,80175,59590,66481
5.905E-06,1000000,789511,868540,247905,278082,226863,252450,,659941,768558,72293,79912,59391,66233
5.915E-06,1000000,789365,868324,247739,277876,226695,252266,,659744,768187,72055,79649,59192,65990
5.925E-06,1000000,789232,868115,247567,277677,226551,252077,,659579,767811,71798,79358,58972,65761
5.935E-06,1000000,789089,867948,247400,277458,226385,251880,,659400,767443,71530,79085,58752,65514
5.945E-06,1000000,788948,867754,247224,277244,226234,251703,,659183,767059,71282,78780,58556,65258
5.955E-06,1000000,788819,867558,247068,277051,226102,251528,,659003,766671,71045,78465,58364,65010
5.965E-06,1000000,788673,867353,246901,276841,225952,251322,,658808,766251,70791,78167,58164,64750
5.975E-06,1000000,788534,867145,246734,276656,225805,251154,,658625,765885,70557,77911,57981,64509
5.985E-06,1000000,788388,866943,246590,276481,225650,250972,,658435,765537,70341,77601,57781,64258
5.995E-06,1000000,788237,866743,246434,276282,225497,250784,,658230,765161,70115,77302,57595,64032
6.005E-06,1000000,788090,866543,246259,276070,225343,250588,,658039,764831,69871,77037,57390,63781
6.015E-06,1000000,787953,866338,246119,275894,225228,250427,,657844,764462,69647,76758,57195,63540
6.025E-06,1000000,787843,866149,245974,275714,225089,250228,,657643,764086,69393,76476,56965,63285
6.035E-06,1000000,787701,865974,245827,275516,224960,250057,,657454,763708,69161,76191,56751,63019
6.045E-06,1000000,787583,865788,245674,275310,224815,249877,,657265,763341,68933,75910,56543,62756
6.055E-06,1000000,787447,865600,245501,275110,224652,249697,,657067,762956,68702,75604,56325,62501
6.065E-06,1000000,787294,865402,245347,274894,224499,249519,,656873,762554,68454,75314,56112,62271
6.075E-06,1000000,787166,865187,245189,274695,224351,249321,,656652,762157,68221,75047,55919,62029
6.085E-06,1000000,787022,864962,245058,274503,224190,249144,,656443,761775,67973,74748,55737,61782
6.095E-06,1000000,786900,864797,244908,274315,224038,248970,,656274,761420,67733,74487,55514,61538
6.105E-06,1000000,786762,864596,244731,274097,223905,248801,,656059,761033,67516,74224,55321,61307
6.115E-06,1000000,786629,864405,244575,273930,223764,248615,,655875,760675,67268,73965,55097,61073
6.125E-06,1000000,786468,864200,244432,273726,223630,248440,,655688,760304,67076,73691,54905,60863
6.135E-06,1000000,786337,864004,244274,273521,223457,248250,,655477,759909,66827,73421,54692,60654
6.145E-06,1000000,786166,863789,244122,273341,223324,248066,,655256,759487,66576,73119,54507,60400
6.155E-06,1000000,786027,863568,243988,273130,223193,247864,,655054,759111,66362,72844,54305,60155
6.165E-06,1000000,785863,863331,243865,272934,223059,247701,,654843,758703,66159,72570,54129,59931
6.175E-06,1000000,785741,863148,243720,272715,222905,247519,,654629,758318,65936,72318,53923,59699
6.185E-06,1000000,785590,862970,243559,272539,222774,247329,,654404,757929,65705,72034,53710,59479
6.195E-06,1000000,785436,862749,243407,272337,222631,247154,,654193,757538,65491,71752,53513,59236
6.205E-06,1000000,785287,862549,243255,272163,222487,246977,,653979,757143,65267,71507,53310,59000
6.215E-06,1000000,785126,862308,243111,271977,222326,246785,,653750,756734,65047,71238,53138,58756
6.225E-06,1000000,784991,862101,242971,271760,222181,246579,,653543,756322,64834,70986,52935,58534
6.235E-06,1000000,784834,861854,242836,271571,222036,246390,,653319,755924,64621,70738,52747,58330
6.245E-06,1000000,784704,861657,242695,271354,221903,246200,,653087,755546,64380,70450,52551,58104
6.255E-06,1000000,784570,861427,242557,271161,221764,246001,,652913,755191,64134,70191,52343,57870
6.265E-06,1000000,784450,861239,242418,270983,221605,245854,,652693,754791,63899,69914,52132,57605
6.275E-06,1000000,784286,861031,242267,270791,221457,245683,,652488,754373,63673,69657,51960,57366
6.285E-06,1000000,784166,860818,242115,270601,221307,245520,,652264,753960,63445,69382,51757,57151
6.295E-06,1000000,784055,860632,241967,270405,221163,245361,,652049,753577,63213,69112,51542,56950
6.305E-06,1000000,783924,860437,241833,270211,221003,245186,,651827,753167,62982,68848,51327,56700
6.315E-06,1000000,783804,860258,241685,270044,220865,245020,,651609,752769,62760,68589,51146,56481
6.325E-06,1000000,783663,860037,241541,269866,220720,244848,,651378,752352,62549,68344,50961,56243
6.335E-06,1000000,783525,859838,241376,269693,220568,244677,,651159,751930,62322,68082,50774,55992
6.345E-06,1000000,783407,859645,241224,269539,220411,244503,,650940,751511,62090,67821,50576,55762
6.355E-06,1000000,783285,859466,241088,269341,220257,244351,,650711,751075,61878,67566,50359,55534
6.365E-06,1000000,783141,859280,240941,269165,220127,244180,,650488,750652,61650,67322,50165,55309
6.375E-06,1000000,783000,859075,240794,268982,219992,243987,,650246,750230,61438,67030,49963,55074
6.385E-06,1000000,782876,858871,240636,268780,219844,243815,,650025,749778,61213,66763,49783,54867
6.395E-06,1000000,782751,858675,240484,268602,219737,243632,,649762,749355,61012,66531,49574,54630
6.405E-06,1000000,782614,858489,240338,268421,219601,243486,,649532,748942,60797,66274,49370,54401
6.415E-06,1000000,782489,858274,240201,268256,219457,243306,,649298,748510,60586,66019,49144,54193
6.425E-06,1000000,782365,858084,240033,268064,219305,243140,,649013,748070,60362,65778,48943,53991
6.435E-06,1000000,782221,857873,239882,267877,219145,242966,,648785,747672,60136,65525,48738,53768
6.445E-06,1000000,782098,857667,239710,267683,219014,242780,,648541,747204,59944,65265,48555,53565
6.455E-06,1000000,781936,857464,239571,267522,218887,242616,,648291,746724,59703,64984,48353,53334
6.465E-06,1000000,781790,857273,239424,267335,218728,242459,,648069,746293,59473,64727,48178,53139
6.475E-06,1000000,781655,857098,239277,267156,218583,242298,,647846,745875,59244,64468,47980,52914
6.485E-06,1000000,781515,856887,239126,266966,218438,242113,,647598,745425,59037,64216,47783,52699
6.495E-06,1000000,781361,856686,238980,266776,218289,241938,,647320,745003,58829,63971,47585,52472
6.505E-06,1000000,781218,856476,238822,266566,218172,241764,,647085,744584,58597,63725,47409,52245
6.515E-06,1000000,781058,856271,238680,266393,218052,241612,,646845,744162,58393,63464,47203,52040
6.525E-06,1000000,780934,856058,238536,266227,217931,241440,,646628,743744,58177,63199,47006,51830
6.535E-06,1000000,780778,855863,238390,266054,217805,241280,,646373,743301,57944,62950,46842,51600
6.545E-06,1000000,780656,855658,238235,265871,217672,241101,,646112,742847,57733,62697,46661,51365
6.555E-06,1000000,780513,855443,238088,265700,217540,240939,,645874,742422,57506,62441,46469,51162
6.565E-06,1000000,780364,855246,237926,265543,217396,240763,,645658,741978,57286,62199,46316,50962
6.575E-06,1000000,780227,855054,237778,265359,217272,240568,,645432,741560,57076,61933,46110,50744
6.585E-06,1000000,780089,854855,237649,265179,217147,240413,,645185,741096,56843,61700,45914,50511
6.595E-06,1000000,779953,854641,237496,265010,216995,240249,,644917,740636,56624,61471,45719,50313
6.605E-06,1000000,779832,854465,237360,264846,216866,240085,,644640,740152,56401,61225,45541,50109
6.615E-06,1000000,779699,854287,237231,264685,216735,239931,,644384,739681,56191,61000,45363,49891
6.625E-06,1000000,779570,854083,237079,264515,216603,239766,,644107,739210,55990,60774,45173,49703
6.635E-06,1000000,779441,853900,236946,264334,216470,239615,,643835,738731,55774,60527,44979,49496
6.645E-06,1000000,779297,853704,236800,264156,216335,239453,,643555,738258,55551,60316,44809,49285
6.655E-06,1000000,779166,853508,236671,263981,216223,239302,,643247,737808,55304,60089,44613,49076
6.665E-06,1000000,779037,853313,236531,263826,216102,239141,,643005,737335,55098,59845,44432,48876
6.675E-06,1000000,778907,853117,236389,263660,215971,238979,,642772,736883,54895,59612,44275,48669
6.685E-06,1000000,778794,852943,236266,263506,215847,238823,,642507,736416,54696,59381,44082,48438
6.695E-06,1000000,778661,852734,236122,263319,215710,238668,,642222,735932,54479,59147,43910,48251
6.705E-06,1000000,778533,852548,235982,263160,215606,238539,,641952,735481,54264,58915,43707,48039
6.715E-06,1000000,778396,852352,235843,263003,215453,238375,,641699,735030,54067,58675,43549,47849
6.725E-06,1000000,778264,852169,235696,262819,215317,238188,,641418,734579,53848,58437,43369,47669
6.735E-06,1000000,778130,851989,235549,262637,215189,238037,,641159,734117,53632,58223,43179,47472
6.745E-06,1000000,778010,851796,235428,262464,215066,237881,,640867,733651,53422,58000,42992,47283
6.755E-06,1000000,777873,851606,235276,262298,214947,237712,,640620,733197,53203,57771,42809,47069
6.765E-06,1000000,777753,851411,235126,262129,214826,237585,,640344,732710,52976,57500,42623,46862
6.775E-06,1000000,777630,851242,234987,261950,214719,237414,,640065,732215,52761,57259,42422,46639
6.785E-06,1000000,777487,851034,234860,261786,214618,237243,,639779,731745,52550,57033,42255,46455
6.795E-06,1000000,777354,850838,234733,261613,214506,237081,,639463,731279,52363,56809,42098,46251
6.805E-06,1000000,777231,850653,234602,261442,214399,236939,,639161,730817,52157,56584,41928,46065
6.815E-06,1000000,777100,850454,234460,261274,214268,236770,,638884,730358,51953,56339,41761,45840
6.825E-06,1000000,776953,850249,234315,261094,214148,236600,,638605,729872,51740,56120,41579,45635
6.835E-06,1000000,776816,850040,234189,260923,214022,236426,,638283,729394,51550,55877,41428,45441
6.845E-06,1000000,776690,849865,234045,260726,213864,236273,,637996,728899,51357,55634,41262,45217
6.855E-06,1000000,776535,849673,233904,260544,213730,236128,,637723,728445,51161,55365,41096,45021
6.865E-06,1000000,776403,849478,233772,260375,213610,235966,,637388,727919,50948,55134,40913,44806
6.875E-06,1000000,776269,849290,233634,260219,213490,235817,,637129,727446,50767,54896,40740,44608
6.885E-06,1000000,776142,849113,233501,260038,213331,235658,,636843,726990,50541,54653,40574,44415
6.895E-06,1000000,775998,848911,233378,259853,213196,235496,,636555,726460,50320,54460,40405,44202
6.905E-06,1000000,775877,848725,233231,259686,213054,235333,,636285,725932,50117,54239,40236,44006
6.915E-06,1000000,775760,848546,233113,259506,212915,235176,,635994,725403,49898,54021,40052,43794
6.925E-06,1000000,775620,848355,232977,259343,212788,235017,,635696,724912,49708,53792,39874,43613
6.935E-06,1000000,775478,848152,232842,259162,212653,234869,,635389,724393,49493,53559,39707,43414
6.945E-06,1000000,775353,847966,232705,259008,212512,234714,,635062,723889,49300,53349,39559,43197
6.955E-06,1000000,775213,847786,232560,258838,212393,234558,,634759,723414,49095,53087,39375,42996
6.965E-06,1000000,775101,847602,232405,258658,212261,234401,,634427,722916,48893,52873,39202,42822
6.975E-06,1000000,774949,847400,232272,258486,212125,234235,,634105,722387,48692,52623,39032,42646
6.985E-06,1000000,774828,847224,232126,258308,211993,234092,,633799,721873,48482,52381,38850,42428
6.995E-06,1000000,774693,847024,231992,258144,211867,233924,,633479,721336,48263,52147,38640,42225
7.005E-06,1000000,774548,846817,231844,257965,211747,233755,,633129,720808,48032,51908,38466,42046
7.015E-06,1000000,774406,846616,231731,257804,211609,233615,,632796,720270,47816,51681,38291,41868
7.025E-06,1000000,774279,846434,231591,257635,211481,233446,,632468,719685,47617,51470,38119,41690
7.035E-06,1000000,774152,846246,231442,257479,211335,233295,,632150,719193,47435,51238,37922,41488
7.045E-06,1000000,774035,846068,231317,257297,211201,233130,,631837,718663,47222,51013,37739,41254
7.055E-06,1000000,773888,845870,231193,257132,211086,232969,,631510,718163,47010,50793,37576,41055
7.065E-06,1000000,773765,845689,231050,256963,210961,232793,,631161,717591,46802,50562,37386,40840
7.075E-06,1000000,773637,845506,230896,256783,210826,232627,,630810,717030,46614,50336,37202,40663
7.085E-06,1000000,773510,845325,230766,256597,210721,232475,,630472,716525,46397,50070,37040,40482
7.095E-06,1000000,773370,845138,230624,256428,210575,232312,,630118,715936,46223,49833,36867,40284
7.105E-06,1000000,773239,844940,230479,256263,210447,232158,,629803,715391,46019,49588,36709,40083
7.115E-06,1000000,773114,844768,230349,256096,210309,231983,,629460,714803,45816,49371,36530,39854
7.125E-06,1000000,772969,844583,230227,255917,210181,231828,,629121,714241,45624,49155,36364,39674
7.135E-06,1000000,772842,844396,230080,255783,210046,231672,,628789,713672,45401,48920,36185,39465
7.145E-06,1000000,772712,844209,229932,255623,209881,231519,,628450,713115,45188,48697,35983,39276
7.155E-06,1000000,772586,844038,229798,255454,209738,231362,,628112,712500,44986,48464,35791,39083
7.165E-06,1000000,772459,843847,229679,255270,209622,231214,,627752,711895,44781,48243,35646,38895
7.175E-06,1000000,772309,843655,229535,255103,209500,231044,,627405,711336,44580,47993,35480,38706
7.185E-06,1000000,772194,843507,229417,254916,209387,230897,,627062,710760,44348,47755,35281,38491
7.195E-06,1000000,772056,843303,229264,254747,209265,230748,,626700,710160,44157,47528,35107,38318
7.205E-06,1000000,771930,843128,229120,254565,209128,230582,,626323,709566,43968,47314,34935,38100
7.215E-06,1000000,771800,842949,229003,254377,209001,230425,,625929,708965,43755,47085,34754,37897
7.225E-06,1000000,771669,842755,228866,254235,208870,230251,,625593,708403,43578,46838,34602,37725
7.235E-06,1000000,771549,842594,228727,254060,208748,230086,,625213,707808,43403,46599,34431,37529
7.245E-06,1000000,771420,842420,228584,253856,208607,229960,,624832,707225,43210,46379,34260,37344
7.255E-06,1000000,771281,842238,228440,253691,208477,229802,,624434,706620,43015,46143,34089,37137
7.265E-06,1000000,771139,842043,228303,253510,208325,229632,,624016,706024,42797,45924,33918,36954
7.275E-06,1000000,771010,841876,228170,253338,208184,229497,,623651,705413,42600,45669,33749,36767
7.285E-06,1000000,770875,841683,228028,253171,208058,229333,,623270,704790,42408,45449,33598,36554
7.295E-06,1000000,770751,841495,227901,253009,207928,229179,,622917,704193,42211,45229,33411,36381
7.305E-06,1000000,770613,841298,227761,252839,207809,229014,,622534,703569,42024,44989,33230,36176
7.315E-06,1000000,770476,841104,227643,252696,207685,228848,,622147,702941,41823,44798,33054,35977
7.325E-06,1000000,770348,840922,227513,252543,207563,228703,,621740,702342,41594,44557,32911,35787
7.335E-06,1000000,770201,840729,227382,252374,207430,228544,,621371,701748,41364,44336,32723,35583
7.345E-06,1000000,770079,840552,227257,252203,207300,228359,,620988,701147,41175,44127,32559,35390
7.355E-06,1000000,769950,840356,227106,252050,207168,228205,,620610,700513,40958,43918,32381,35217
7.365E-06,1000000,769830,840178,226979,251898,207037,228034,,620220,699856,40740,43690,32194,35026
7.375E-06,1000000,769719,840004,226842,251723,206907,227875,,619805,699239,40510,43469,32003,34841
7.385E-06,1000000,769577,839824,226713,251537,206785,227710,,619424,698612,40293,43240,31827,34644
7.395E-06,1000000,769446,839650,226582,251370,206645,227564,,618992,697989,40085,43026,31679,34455
7.405E-06,1000000,769321,839482,226438,251218,206520,227413,,618558,697313,39877,42819,31503,34261
7.415E-06,1000000,769201,839315,226308,251038,206393,227255,,618111,696618,39690,42586,31333,34049
7.425E-06,1000000,769090,839131,226180,250893,206272,227091,,617675,695961,39515,42375,31182,33870
7.435E-06,1000000,768980,838976,226049,250737,206156,226961,,617244,695297,39318,42152,31006,33689
7.445E-06,1000000,768853,838801,225922,250557,206015,226784,,616828,694660,39111,41922,30839,33499
7.455E-06,1000000,768736,838604,225773,250391,205888,226644,,616384,694000,38921,41702,30670,33311
7.465E-06,1000000,768594,838398,225640,250243,205753,226493,,615964,693306,38712,41473,30506,33116
7.475E-06,1000000,768459,838184,225491,250081,205616,226310,,615510,692624,38522,41257,30343,32922
7.485E-06,1000000,768326,837995,225354,249925,205488,226154,,615078,691972,38309,41024,30180,32709
7.495E-06,1000000,768198,837818,225226,249768,205341,225999,,614600,691284,38097,40826,29987,32540
7.505E-06,1000000,768074,837618,225099,249606,205203,225846,,614136,690577,37901,40608,29831,32353
7.515E-06,1000000,767957,837451,224970,249402,205082,225673,,613646,689909,37663,40378,29671,32181
7.525E-06,1000000,767812,837264,224814,249236,204944,225495,,613194,689208,37496,40128,29494,32012
7.535E-06,1000000,767695,837104,224673,249065,204805,225321,,612719,688461,37268,39897,29319,31824
7.545E-06,1000000,767565,836932,224534,248901,204680,225170,,612276,687779,37036,39651,29146,31609
7.555E-06,1000000,767433,836750,224390,248731,204551,225013,,611842,687118,36820,39418,28959,31424
7.565E-06,1000000,767305,836582,224246,248554,204403,224854,,611377,686444,36631,39201,28779,31228
7.575E-06,1000000,767169,836405,224093,248383,204273,224682,,610891,685699,36418,38979,28619,31010
7.585E-06,1000000,767047,836239,223959,248211,204137,224484,,610428,684997,36190,38790,28457,30813
7.595E-06,1000000,766926,836077,223836,248054,204010,224322,,609957,684283,36009,38578,28278,30626
7.605E-06,1000000,766823,835898,223705,247874,203879,224167,,609480,683580,35796,38353,28092,30436
7.615E-06,1000000,766669,835706,223559,247692,203738,224019,,608980,682820,35609,38136,27921,30268
7.625E-06,1000000,766559,835510,223412,247527,203599,223856,,608497,682084,35410,37899,27741,30108
7.635E-06,1000000,766433,835326,223280,247369,203460,223686,,607995,681287,35203,37684,27586,29901
7.645E-06,1000000,766303,835151,223146,247165,203339,223527,,607473,680525,34998,37449,27450,29732
7.655E-06,1000000,766180,834959,223016,246981,203202,223378,,606960,679792,34786,37236,27273,29530
7.665E-06,1000000,766049,834760,222877,246781,203060,223211,,606452,678989,34626,37008,27108,29347
7.675E-06,1000000,765902,834575,222736,246608,202930,223050,,605976,678256,34434,36786,26942,29148
7.685E-06,1000000,765778,834406,222615,246427,202807,222892,,605484,677503,34235,36555,26753,28945
7.695E-06,1000000,765655,834246,222501,246259,202666,222743,,604972,676718,34045,36339,26593,28761
7.705E-06,1000000,765540,834074,222373,246112,202534,222584,,604470,675978,33851,36114,26422,28585
7.715E-06,1000000,765402,833891,222234,245937,202397,222414,,603928,675207,33642,35874,26250,28409
7.725E-06,1000000,765291,833716,222078,245745,202278,222246,,603397,674429,33446,35671,26105,28252
7.735E-06,1000000,765163,833530,221937,245584,202132,222077,,602874,673675,33239,35467,25935,28078
7.745E-06,1000000,765041,833358,221798,245414,202011,221900,,602351,672881,33036,35245,25775,27894
7.755E-06,1000000,764911,833167,221653,245230,201896,221729,,601787,672072,32823,35032,25619,27693
7.765E-06,1000000,764788,832996,221515,245062,201759,221576,,601207,671260,32627,34807,25447,27499
7.775E-06,1000000,764640,832806,221394,244902,201644,221412,,600664,670465,32426,34590,25296,27312
7.785E-06,1000000,764509,832622,221259,244729,201489,221233,,600091,669607,32227,34380,25146,27150
7.795E-06,1000000,764393,832455,221111,244530,201361,221072,,599516,668737,32034,34173,24967,26951
7.805E-06,1000000,764277,832265,220962,244348,201241,220917,,598942,667855,31824,33971,24795,26776
7.815E-06,1000000,764137,832106,220843,244171,201102,220744,,598350,666994,31632,33755,24638,26613
7.825E-06,1000000,764019,831913,220699,243997,200986,220562,,597772,666167,31450,33526,24497,26439
7.835E-06,1000000,763895,831730,220556,243837,200857,220379,,597210,665360,31267,33319,24320,26251
7.845E-06,1000000,763756,831532,220411,243637,200720,220203,,596635,664501,31071,33142,24163,26084
7.855E-06,1000000,763644,831357,220278,243468,200580,220061,,596067,663655,30862,32929,24004,25917
7.865E-06,1000000,763528,831192,220146,243283,200442,219884,,595435,662813,30663,32727,23834,25750
7.875E-06,1000000,763407,831008,220014,243122,200278,219731,,594843,661942,30464,32519,23679,25590
7.885E-06,1000000,763297,830850,219884,242947,200145,219550,,594261,661098,30283,32314,23519,25429
7.895E-06,1000000,763175,830659,219745,242779,200000,219383,,593650,660241,30050,32075,23360,25238
7.905E-06,1000000,763057,830488,219622,242615,199875,219218,,593041,659338,29842,31856,23202,25045
7.915E-06,1000000,762949,830339,219476,242435,199729,219046,,592427,658433,29654,31641,23032,24871
7.925E-06,1000000,762854,830191,219333,242272,199592,218880,,591771,657539,29479,31429,22864,24699
7.935E-06,1000000,762728,830017,219206,242091,199464,218678,,591174,656676,29283,31195,22716,24528
7.945E-06,1000000,762618,829839,219057,241902,199310,218513,,590578,655804,29069,30968,22559,24361
7.955E-06,1000000,762499,829668,218922,241723,199182,218345,,589930,654879,28859,30731,22416,24197
7.965E-06,1000000,762402,829510,218793,241537,199032,218146,,589320,653979,28669,30548,22273,24038
7.975E-06,1000000,762285,829339,218652,241356,198876,217983,,588674,653051,28452,30341,22100,23858
7.985E-06,1000000,762161,829164,218527,241193,198733,217812,,587997,652123,28240,30136,21919,23681
7.995E-06,1000000,762049,828997,218377,241022,198604,217624,,587358,651207,28028,29915,21753,23504
8.005E-06,1000000,761917,828823,218230,240858,198472,217457,,586676,650288,27829,29694,21598,23338
8.015E-06,1000000,761790,828650,218073,240677,198315,217280,,586010,649294,27623,29501,21429,23160
8.025E-06,1000000,761672,828496,217920,240493,198169,217078,,585306,648273,27395,29285,21275,22971
8.035E-06,1000000,761572,828324,217794,240303,198024,216920,,584625,647338,27210,29100,21125,22789
8.045E-06,1000000,761444,828177,217647,240133,197873,216758,,583932,646379,27020,28883,20982,22597
8.055E-06,1000000,761331,828033,217497,239944,197726,216604,,583251,645435,26831,28666,20815,22431
8.065E-06,1000000,761202,827856,217381,239755,197593,216428,,582520,644475,26635,28482,20647,22282
8.075E-06,1000000,761085,827691,217245,239591,197457,216276,,581841,643589,26462,28261,20486,22111
8.085E-06,1000000,760953,827518,217099,239409,197322,216118,,581118,642602,26281,28066,20359,21946
8.095E-06,1000000,760848,827350,216962,239234,197186,215939,,580428,641636,26077,27880,20199,21779
8.105E-06,1000000,760733,827184,216832,239040,197028,215746,,579698,640640,25885,27679,20026,21607
8.115E-06,1000000,760609,827025,216703,238873,196880,215566,,578990,639632,25697,27477,19871,21436
8.125E-06,1000000,760495,826867,216557,238681,196728,215389,,578251,638657,25509,27253,19699,21262
8.135E-06,1000000,760386,826697,216421,238507,196570,215211,,577493,637604,25301,27031,19540,21076
8.145E-06,1000000,760283,826525,216272,238341,196431,215027,,576737,636547,25123,26847,19374,20937
8.155E-06,1000000,760169,826352,216142,238174,196308,214888,,575953,635521,24946,26648,19232,20751
8.165E-06,1000000,760063,826199,215993,237992,196162,214727,,575169,634448,24769,26407,19078,20588
8.175E-06,1000000,759947,826003,215850,237823,196039,214546,,574418,633402,24584,26183,18926,20420
8.185E-06,1000000,759836,825827,215721,237659,195908,214368,,573651,632352,24393,25962,18775,20228
8.195E-06,1000000,759734,825657,215578,237493,195785,214186,,572870,631263,24221,25760,18631,20090
8.205E-06,1000000,759623,825508,215429,237300,195640,214006,,572098,630155,24071,25563,18469,19936
8.215E-06,1000000,759509,825331,215277,237127,195519,213825,,571306,629058,23881,25362,18323,19772
8.225E-06,1000000,759408,825182,215131,236942,195373,213648,,570496,627966,23708,25163,18175,19620
8.235E-06,1000000,759291,824997,214990,236740,195204,213480,,569683,626876,23534,24965,18016,19451
8.245E-06,1000000,759186,824847,214848,236573,195063,213315,,568816,625756,23331,24756,17866,19284
8.255E-06,1000000,759084,824706,214689,236382,194942,213146,,567965,624683,23133,24532,17707,19124
8.265E-06,1000000,758973,824553,214549,236194,194815,212960,,567149,623584,22938,24337,17564,18969
8.275E-06,1000000,758865,824403,214399,235991,194671,212772,,566324,622448,22765,24152,17422,18814
8.285E-06,1000000,758758,824228,214232,235797,194525,212600,,565503,621289,22579,23959,17291,18655
8.295E-06,1000000,758631,824048,214093,235605,194379,212436,,564686,620172,22383,23731,17124,18501
8.305E-06,1000000,758523,823879,213948,235418,194237,212274,,563837,619060,22205,23543,16981,18324
8.315E-06,1000000,758422,823718,213807,235216,194112,212113,,562937,617941,22033,23353,16853,18176
8.325E-06,1000000,758300,823536,213636,235046,193954,211948,,562040,616726,21850,23174,16712,17996
8.335E-06,1000000,758167,823372,213464,234847,193824,211765,,561165,615499,21661,22956,16565,17827
8.345E-06,1000000,758073,823211,213293,234655,193666,211602,,560287,614333,21477,22758,16393,17656
8.355E-06,1000000,757963,823029,213151,234480,193514,211418,,559323,613140,21279,22561,16243,17496
8.365E-06,1000000,757866,822851,212994,234285,193352,211250,,558397,611929,21095,22370,16090,17321
8.375E-06,1000000,757739,822689,212859,234104,193196,211066,,557475,610684,20890,22179,15946,17159
8.385E-06,1000000,757625,822523,212697,233915,193057,210880,,556570,609452,20710,21980,15795,16975
8.395E-06,1000000,757532,822367,212559,233721,192926,210704,,555661,608156,20523,21801,15645,16824
8.405E-06,1000000,757419,822209,212428,233520,192798,210513,,554737,606858,20344,21600,15491,16645
8.415E-06,1000000,757321,822047,212282,233338,192642,210317,,553788,605555,20170,21393,15348,16465
8.425E-06,1000000,757218,821873,212126,233153,192507,210132,,552765,604246,19970,21191,15206,16292
8.435E-06,1000000,757097,821708,211938,232926,192359,209956,,551810,603031,19765,20988,15054,16162
8.445E-06,1000000,756992,821558,211784,232758,192212,209776,,550813,601782,19572,20786,14913,15993
8.455E-06,1000000,756892,821378,211633,232559,192081,209595,,549858,600483,19409,20569,14777,15839
8.465E-06,1000000,756784,821198,211495,232355,191944,209411,,548834,599171,19230,20366,14641,15691
8.475E-06,1000000,756655,821026,211363,232146,191817,209229,,547827,597854,19062,20150,14496,15522
8.485E-06,1000000,756555,820875,211231,231959,191671,209043,,546810,596574,18880,19980,14358,15360
8.495E-06,1000000,756444,820713,211075,231753,191503,208858,,545745,595230,18720,19789,14227,15202
8.505E-06,1000000,756322,820523,210927,231543,191358,208673,,544657,593865,18550,19590,14100,15040
8.515E-06,1000000,756227,820366,210772,231366,191206,208499,,543666,592513,18370,19409,13948,14882
