#  1,2,3,4,5,6,7,8,9,10
# ,P=0mTorr,P=2mTorr,,P=0mTorr,P=0mTorr,P=2mTorr,P=2mTorr,P=2mTorr,P=2mTorr
# Energy (eV),Intensity (a.u.),Intensity (a.u.), E(MeV) ,        Eforward ,   EforwardInteg ,        Refl-Eforward ,   Refl-EforwardInteg ,        Eforward ,   EforwardInteg 
0.6456,1004.79094053616,1019.29515684083,,,,,,,
0.6408,1014.57700655349,1054.46251438791,,,,,,,
0.636,979.664554815986,1034.36688150387,,,,,,,
0.6312,1003.7329874532,1055.57893843703,,,,,,,
0.6264,995.269362789567,1061.71927070715,,,,,,,
0.6216,986.276761584453,1067.85960297728,,,,,,,
0.616800000000001,1010.08070595093,1047.76397009323,,,,,,,
0.612,1004.79094053616,1013.15482457071,,,,,,,
0.6072,994.211409706612,1072.88351119829,,,,,,,
0.6024,992.888968352919,1020.41158088995,,,,,,,
0.5976,1034.14913858815,1038.83257770032,,,,,,,
0.592800000000001,987.334714667407,1046.64754604412,,,,,,,
0.588,1028.85937317338,1007.01449230058,,,,,,,
0.5832,992.095503540703,1000.87416003046,,,,,,,
0.5784,1016.42842444866,1013.71303659526,,,,,,,
0.5736,1015.10598309497,1091.86272003323,,,,,,,
0.5688,1065.62324280605,978.545679048182,,,,,,,
0.564,1020.92472505122,1086.28059978766,,,,,,,
0.5592,1041.02583362736,1081.8149035912,,,,,,,
0.5544,1005.31991707764,1052.78787831424,,,,,,,
0.5496,1047.10906385434,983.569587269193,,,,,,,
0.5448,1033.62016204667,1028.22654923374,,,,,,,
0.54,1060.06898912054,1064.51033082994,,,,,,,
0.5352,1030.18181452707,1036.5997296021,,,,,,,
0.5304,980.458019628202,1081.8149035912,,,,,,,
0.5256,1022.51165467565,1042.18184984766,,,,,,,
0.5208,1045.25764595917,1012.03840052159,,,,,,,
0.516,1027.53693181968,1058.36999855981,,,,,,,
0.5112,1018.54433061457,1029.90118530741,,,,,,,
0.5064,1005.58440534838,1076.79099537019,,,,,,,
0.5016,1003.20401091173,1047.76397009323,,,,,,,
0.4968,1008.4937763265,1080.69847954209,,,,,,,
0.492,1014.31251828275,1023.76085303729,,,,,,,
0.4872,1034.67811512963,1039.39078972488,,,,,,,
0.4824,984.689831960021,1068.97602702639,,,,,,,
0.4776,1000.2946399336,1033.25045745475,,,,,,,
0.4728,974.639277671952,1079.02384346842,,,,,,,
0.468,1034.94260340037,1070.65066310006,,,,,,,
0.4632,1005.84889361911,1062.83569475627,,,,,,,
0.4584,1046.58008731287,1013.15482457071,,,,,,,
0.4536,996.062827601783,1018.17873279172,,,,,,,
0.4488,1010.87417076315,1044.97290997045,,,,,,,
0.444,992.095503540703,1012.59661254615,,,,,,,
0.439200000000001,1003.46849918247,1091.30450800867,,,,,,,
0.4344,998.443222038431,1014.82946064438,,,,,,,
0.4296,1000.2946399336,965.148590458817,,,,,,,
0.4248,1023.5696077586,1020.9697929145,,,,,,,
0.42,1033.0911855052,1058.36999855981,,,,,,,
0.4152,1050.81189964469,1042.74006187222,,,,,,,
0.4104,1032.29772069298,1048.32218211779,,,,,,,
0.4056,982.309437523373,1010.36376444792,,,,,,,
0.4008,1000.55912820434,1017.06230874261,,,,,,,
0.396,990.508573916271,1000.87416003046,,,,,,,
0.3912,1057.68859468389,1029.34297328286,,,,,,,
0.3864,1026.21449046599,1012.59661254615,,,,,,,
0.3816,1016.95740099014,1041.06542579855,,,,,,,
0.3768,1039.17441573218,994.175615735774,,,,,,,
0.372,1044.19969287622,1034.92509352842,,,,,,,
0.3672,1043.406228064,962.915742360589,,,,,,,
0.3624,1029.91732625633,1025.43548911096,,,,,,,
0.3576,1032.82669723446,1007.57270432514,,,,,,,
0.3528,1001.88156955803,1008.1309163497,,,,,,,
0.348,1010.60968249241,1079.58205549297,,,,,,,
0.3432,1051.34087618616,1028.7847612583,,,,,,,
0.3384,995.533851060306,961.241106286919,,,,,,,
0.3336,1024.09858430008,1035.48330555298,,,,,,,
0.3288,965.646676466838,1014.82946064438,,,,,,,
0.324,999.765663392124,1020.41158088995,,,,,,,
0.3192,1000.2946399336,994.733827760331,,,,,,,
0.3144,1018.54433061457,1039.94900174944,,,,,,,
0.3096,1043.67071633474,1019.29515684083,,,,,,,
0.3048,1008.4937763265,1019.85336886539,,,,,,,
0.3,1011.13865903389,996.966675858558,,,,,,,
0.2952,1049.22497002025,1031.57582138108,,,,,,,
0.2904,1060.86245393275,1087.95523586133,,,,,,,
0.2856,1042.34827498105,1032.6922454302,,,,,,,
0.2808,1045.52213422991,1048.88039414235,,,,,,,
0.276,1053.72127062281,999.757735981342,,,,,,,
0.2712,1016.16393617792,961.799318311476,,,,,,,
0.2664,1051.86985272764,996.408463834001,,,,,,,
0.2616,982.309437523373,1062.27748273171,,,,,,,
0.2568,1026.47897873673,1080.14026751753,,,,,,,
0.252,1028.3303966319,1049.99681819146,,,,,,,
0.2472,1033.0911855052,1082.37311561576,,,,,,,
0.2424,973.845812859736,1028.22654923374,,,,,,,
0.2376,986.541249855192,1061.71927070715,,,,,,,
0.2328,1002.93952264099,1075.67457132108,,,,,,,
0.228,1043.93520460548,1031.57582138108,,,,,,,
0.2232,996.062827601783,1070.09245107551,,,,,,,
0.2184,1049.48945829099,1057.2535745107,,,,,,,
0.2136,1019.86677196826,991.384555612989,,,,,,,
0.2088,1003.46849918247,1000.87416003046,,,,,,,
0.204,1029.38834971485,1063.95211880538,,,,,,,
0.1992,1027.00795527821,1025.43548911096,,,,,,,
0.1944,1010.34519422167,1044.41469794589,,,,,,,
0.1896,984.689831960021,983.011375244636,,,,,,,
0.1848,974.903765942691,1003.10700812868,,,,,,,
0.18,1033.0911855052,1045.53112199501,,,,,,,
0.1752,1021.71818986343,1019.29515684083,,,,,,,
0.1704,1016.6929127194,1075.11635929652,,,,,,,
0.1656,1025.42102565377,1098.00305230335,,,,,,,
0.1608,1019.60228369752,1028.22654923374,,,,,,,
0.156,1000.03015166286,1001.99058407957,,,,,,,
0.1512,998.70771030917,979.103891072738,,,,,,,
0.1464,1044.46418114696,1043.29827389678,,,,,,,
0.1416,1071.97096130378,1075.67457132108,,,,,,,
0.1368,1048.43150520804,1007.01449230058,,,,,,,
0.132,1059.27552430832,1057.2535745107,,,,,,,
0.1272,1078.31867980151,1022.08621696362,,,,,,,
0.1224,1064.30080145236,1017.06230874261,,,,,,,
0.1176,1093.65899950435,1028.22654923374,,,,,,,
0.1128,1020.131260239,1050.55503021602,,,,,,,
0.108,1029.38834971485,1083.48953966487,,,,,,,
0.1032,1054.25024716429,1097.44484027879,,,,,,,
0.0984,1008.75826459724,1111.40014089272,,,,,,,
0.0936,1050.28292310321,976.312830949954,,,,,,,
0.0888,1040.49685708588,1031.57582138108,,,,,,,
0.084000000000001,1021.45370159269,1052.78787831424,,,,,,,
0.0792,1029.38834971485,1043.29827389678,,,,,,,
0.0744,1019.07330715605,1043.29827389678,,,,,,,
0.0696,1060.86245393275,1065.0685428545,,,,,,,
0.0648,1065.88773107679,1072.88351119829,,,,,,,
0.060000000000001,1044.7286694177,1062.27748273171,,,,,,,
0.0552,1048.43150520804,1072.32529917373,,,,,,,
0.0504,1010.08070595093,1132.61219782588,,,,,,,
0.0456,1053.98575889355,1016.50409671805,,,,,,,
0.0408,1034.94260340037,986.360647391978,,,,,,,
0.036000000000001,983.102902335589,1033.25045745475,,,,,,,
0.0312,1029.91732625633,1049.4386061669,,,,,,,
0.0264,1029.65283798559,986.918859416534,,,,,,,
0.0216,1052.13434099838,1028.7847612583,,,,,,,
0.0168,1005.31991707764,1018.73694481628,,,,,,,
0.012000000000001,1010.34519422167,1019.85336886539,,,,,,,
0.0072,1053.45678235207,1021.52800493906,,,,,,,
0.0024,1046.05111077139,1068.41781500184,,,,,,,
