#Table:,,15eV,15eV,15eV,15eV,15eV,,10eV,10eV,10eV,10eV,10eV
# E(MeV) ,,0mTorr,2mTorr Refl,2mTorr,9.5mTorr Refl,9.5mTorr,,0mTorr,2mTorr Refl,2mTorr,10mTorr Refl,10mTorr
6.925E-06,,10000,8618,7533,3620,2573,,10000,7954,5906,3273,1235
6.935E-06,,10000,8614,7531,3614,2571,,10000,7951,5900,3259,1234
6.945E-06,,10000,8612,7531,3608,2566,,10000,7947,5892,3242,1230
6.955E-06,,10000,8609,7529,3601,2560,,10000,7944,5890,3228,1225
6.965E-06,,10000,8608,7526,3598,2560,,10000,7940,5888,3216,1221
6.975E-06,,10000,8606,7522,3591,2555,,10000,7936,5884,3195,1216
6.985E-06,,10000,8606,7520,3585,2554,,10000,7929,5881,3185,1210
6.995E-06,,10000,8604,7519,3579,2551,,10000,7922,5877,3175,1206
7.005E-06,,10000,8603,7519,3573,2547,,10000,7915,5870,3162,1203
7.015E-06,,10000,8602,7517,3568,2544,,10000,7908,5866,3154,1198
7.025E-06,,10000,8599,7516,3565,2542,,10000,7905,5860,3144,1196
7.035E-06,,10000,8597,7512,3562,2542,,10000,7893,5856,3134,1190
7.045E-06,,10000,8592,7512,3558,2537,,10000,7891,5855,3124,1184
7.055E-06,,10000,8589,7511,3552,2535,,10000,7888,5850,3114,1181
7.065E-06,,10000,8587,7507,3551,2533,,10000,7879,5844,3106,1178
7.075E-06,,10000,8584,7501,3546,2531,,10000,7872,5840,3097,1171
7.085E-06,,10000,8582,7501,3539,2526,,10000,7868,5834,3090,1167
7.095E-06,,10000,8579,7501,3536,2522,,10000,7862,5828,3085,1163
7.105E-06,,10000,8575,7500,3532,2520,,10000,7855,5823,3065,1161
7.115E-06,,10000,8572,7500,3526,2517,,10000,7848,5818,3051,1159
7.125E-06,,10000,8571,7498,3524,2513,,10000,7844,5814,3038,1156
7.135E-06,,10000,8569,7497,3520,2513,,10000,7837,5806,3024,1153
7.145E-06,,10000,8563,7496,3517,2510,,10000,7830,5804,3012,1150
7.155E-06,,10000,8561,7494,3515,2508,,10000,7822,5798,2997,1140
7.165E-06,,10000,8559,7492,3511,2506,,10000,7815,5792,2981,1136
7.175E-06,,10000,8557,7492,3503,2503,,10000,7810,5789,2969,1131
7.185E-06,,10000,8553,7491,3498,2499,,10000,7802,5784,2946,1129
7.195E-06,,10000,8550,7491,3493,2496,,10000,7796,5777,2938,1129
7.205E-06,,10000,8548,7491,3491,2491,,10000,7790,5772,2927,1126
7.215E-06,,10000,8544,7491,3490,2486,,10000,7782,5764,2918,1123
7.225E-06,,10000,8541,7490,3485,2482,,10000,7775,5757,2910,1121
7.235E-06,,10000,8537,7489,3479,2480,,10000,7769,5750,2896,1119
7.245E-06,,10000,8531,7486,3472,2480,,10000,7763,5748,2885,1119
7.255E-06,,10000,8526,7484,3467,2477,,10000,7757,5743,2873,1113
7.265E-06,,10000,8523,7482,3463,2475,,10000,7749,5737,2859,1108
7.275E-06,,10000,8521,7480,3455,2473,,10000,7742,5731,2849,1103
7.285E-06,,10000,8519,7479,3450,2468,,10000,7734,5729,2838,1099
7.295E-06,,10000,8519,7478,3442,2466,,10000,7730,5726,2826,1095
7.305E-06,,10000,8516,7477,3435,2464,,10000,7722,5722,2819,1089
7.315E-06,,10000,8511,7477,3429,2461,,10000,7715,5719,2812,1085
7.325E-06,,10000,8509,7473,3424,2458,,10000,7708,5714,2797,1085
7.335E-06,,10000,8507,7472,3422,2455,,10000,7694,5704,2787,1079
7.345E-06,,10000,8506,7470,3418,2453,,10000,7686,5696,2772,1077
7.355E-06,,10000,8504,7469,3413,2448,,10000,7683,5692,2764,1076
7.365E-06,,10000,8504,7467,3409,2446,,10000,7673,5685,2753,1072
7.375E-06,,10000,8503,7465,3401,2445,,10000,7665,5679,2741,1068
7.385E-06,,10000,8500,7464,3397,2443,,10000,7661,5674,2728,1062
7.395E-06,,10000,8498,7463,3393,2441,,10000,7655,5670,2717,1057
7.405E-06,,10000,8493,7461,3390,2440,,10000,7651,5663,2700,1054
7.415E-06,,10000,8490,7460,3385,2438,,10000,7646,5655,2681,1046
7.425E-06,,10000,8488,7457,3381,2437,,10000,7642,5649,2668,1042
7.435E-06,,10000,8486,7454,3379,2435,,10000,7635,5643,2657,1039
7.445E-06,,10000,8485,7451,3374,2433,,10000,7626,5635,2642,1035
7.455E-06,,10000,8483,7447,3367,2432,,10000,7619,5628,2631,1033
7.465E-06,,10000,8480,7445,3365,2430,,10000,7608,5617,2616,1029
7.475E-06,,10000,8476,7442,3359,2429,,10000,7599,5610,2609,1024
7.485E-06,,10000,8475,7440,3356,2427,,10000,7588,5603,2594,1020
7.495E-06,,10000,8473,7439,3353,2422,,10000,7583,5598,2585,1019
7.505E-06,,10000,8471,7438,3349,2416,,10000,7575,5593,2570,1012
7.515E-06,,10000,8470,7436,3345,2412,,10000,7568,5585,2556,1007
7.525E-06,,10000,8468,7436,3342,2410,,10000,7562,5580,2543,1005
7.535E-06,,10000,8466,7434,3338,2408,,10000,7554,5575,2533,999
7.545E-06,,10000,8461,7430,3333,2407,,10000,7544,5573,2525,993
7.555E-06,,10000,8459,7430,3327,2405,,10000,7538,5572,2514,985
7.565E-06,,10000,8457,7429,3323,2403,,10000,7528,5567,2505,982
7.575E-06,,10000,8455,7429,3318,2400,,10000,7516,5561,2497,982
7.585E-06,,10000,8452,7428,3311,2397,,10000,7510,5557,2483,974
7.595E-06,,10000,8451,7428,3305,2395,,10000,7502,5550,2468,971
7.605E-06,,10000,8448,7427,3302,2392,,10000,7493,5545,2462,971
7.615E-06,,10000,8447,7425,3295,2389,,10000,7480,5542,2452,965
7.625E-06,,10000,8445,7422,3290,2387,,10000,7474,5541,2442,957
7.635E-06,,10000,8441,7420,3286,2385,,10000,7466,5535,2435,952
7.645E-06,,10000,8440,7419,3284,2382,,10000,7456,5528,2425,949
7.655E-06,,10000,8436,7417,3279,2379,,10000,7449,5519,2411,945
7.665E-06,,10000,8432,7415,3278,2377,,10000,7441,5514,2402,945
7.675E-06,,10000,8429,7412,3275,2374,,10000,7437,5509,2389,943
7.685E-06,,10000,8428,7409,3274,2372,,10000,7427,5502,2378,937
7.695E-06,,10000,8427,7407,3271,2367,,10000,7418,5496,2372,933
7.705E-06,,10000,8425,7407,3268,2366,,10000,7409,5484,2360,924
7.715E-06,,10000,8421,7407,3263,2366,,10000,7399,5475,2346,922
7.725E-06,,10000,8421,7405,3261,2363,,10000,7390,5471,2336,915
7.735E-06,,10000,8418,7405,3256,2360,,10000,7379,5467,2327,911
7.745E-06,,10000,8418,7404,3249,2356,,10000,7366,5463,2317,910
7.755E-06,,10000,8416,7402,3245,2351,,10000,7359,5454,2303,902
7.765E-06,,10000,8411,7399,3243,2351,,10000,7359,5450,2290,897
7.775E-06,,10000,8408,7399,3238,2350,,10000,7348,5444,2284,895
7.785E-06,,10000,8406,7398,3232,2346,,10000,7342,5438,2274,891
7.795E-06,,10000,8403,7396,3228,2346,,10000,7331,5431,2253,890
7.805E-06,,10000,8402,7394,3224,2343,,10000,7326,5425,2239,883
7.815E-06,,10000,8401,7394,3220,2339,,10000,7316,5418,2228,878
7.825E-06,,10000,8399,7393,3216,2338,,10000,7303,5409,2220,875
7.835E-06,,10000,8395,7390,3214,2336,,10000,7292,5402,2202,873
7.845E-06,,10000,8393,7390,3211,2334,,10000,7283,5393,2190,870
7.855E-06,,10000,8391,7388,3209,2334,,10000,7270,5387,2177,865
7.865E-06,,10000,8388,7387,3204,2329,,10000,7267,5384,2169,864
7.875E-06,,10000,8387,7386,3200,2327,,10000,7256,5382,2150,861
7.885E-06,,10000,8384,7384,3198,2327,,10000,7247,5374,2139,855
7.895E-06,,10000,8384,7383,3195,2325,,10000,7242,5366,2124,849
7.905E-06,,10000,8383,7383,3193,2323,,10000,7234,5357,2116,843
7.915E-06,,10000,8380,7383,3191,2323,,10000,7226,5347,2102,839
7.925E-06,,10000,8380,7383,3188,2322,,10000,7221,5343,2095,834
7.935E-06,,10000,8375,7378,3186,2320,,10000,7215,5335,2085,832
7.945E-06,,10000,8372,7375,3184,2319,,10000,7203,5329,2075,830
7.955E-06,,10000,8371,7374,3182,2316,,10000,7190,5323,2066,827
7.965E-06,,10000,8369,7374,3178,2313,,10000,7179,5313,2049,819
7.975E-06,,10000,8368,7370,3171,2307,,10000,7166,5308,2036,814
7.985E-06,,10000,8367,7369,3168,2306,,10000,7154,5300,2028,812
7.995E-06,,10000,8365,7369,3163,2306,,10000,7145,5294,2019,805
8.005E-06,,10000,8362,7367,3161,2304,,10000,7138,5282,2006,799
8.015E-06,,10000,8361,7364,3158,2303,,10000,7126,5275,2000,795
8.025E-06,,10000,8358,7362,3156,2301,,10000,7111,5268,1987,792
8.035E-06,,10000,8354,7360,3149,2297,,10000,7098,5263,1978,788
8.045E-06,,10000,8350,7358,3145,2294,,10000,7083,5254,1969,785
8.055E-06,,10000,8349,7356,3141,2289,,10000,7073,5236,1957,780
8.065E-06,,10000,8346,7356,3139,2286,,10000,7067,5233,1939,777
8.075E-06,,10000,8345,7353,3135,2283,,10000,7055,5227,1926,770
8.085E-06,,10000,8342,7352,3133,2281,,10000,7047,5223,1912,765
8.095E-06,,10000,8338,7351,3131,2277,,10000,7041,5215,1903,759
8.105E-06,,10000,8335,7349,3130,2276,,10000,7026,5207,1897,757
8.115E-06,,10000,8335,7349,3129,2274,,10000,7018,5200,1880,755
8.125E-06,,10000,8333,7348,3129,2272,,10000,7010,5196,1869,750
8.135E-06,,10000,8330,7348,3127,2270,,10000,7002,5185,1856,746
8.145E-06,,10000,8328,7346,3125,2270,,10000,6989,5175,1848,745
8.155E-06,,10000,8328,7345,3122,2269,,10000,6979,5167,1836,740
8.165E-06,,10000,8326,7344,3116,2265,,10000,6972,5158,1829,734
8.175E-06,,10000,8326,7341,3108,2263,,10000,6963,5152,1817,732
8.185E-06,,10000,8326,7340,3104,2260,,10000,6958,5146,1806,729
8.195E-06,,10000,8322,7340,3099,2259,,10000,6947,5138,1797,727
8.205E-06,,10000,8321,7340,3096,2255,,10000,6933,5131,1787,722
8.215E-06,,10000,8319,7337,3094,2253,,10000,6922,5124,1779,719
8.225E-06,,10000,8317,7336,3089,2252,,10000,6911,5114,1767,716
8.235E-06,,10000,8317,7332,3086,2248,,10000,6889,5102,1748,709
8.245E-06,,10000,8315,7329,3085,2246,,10000,6873,5094,1737,705
8.255E-06,,10000,8313,7328,3083,2245,,10000,6865,5085,1723,699
8.265E-06,,10000,8312,7328,3081,2244,,10000,6857,5079,1717,696
8.275E-06,,10000,8310,7326,3076,2243,,10000,6843,5070,1697,694
8.285E-06,,10000,8308,7326,3073,2242,,10000,6835,5065,1689,691
8.295E-06,,10000,8308,7326,3069,2240,,10000,6823,5053,1671,685
8.305E-06,,10000,8307,7324,3067,2239,,10000,6811,5045,1657,681
8.315E-06,,10000,8304,7324,3060,2238,,10000,6799,5032,1644,675
8.325E-06,,10000,8302,7324,3060,2236,,10000,6778,5020,1634,670
8.335E-06,,10000,8301,7323,3057,2234,,10000,6768,5010,1624,666
8.345E-06,,10000,8300,7322,3056,2232,,10000,6754,5003,1620,661
8.355E-06,,10000,8300,7316,3055,2232,,10000,6740,4989,1607,655
8.365E-06,,10000,8296,7315,3051,2231,,10000,6719,4976,1599,651
8.375E-06,,10000,8291,7315,3051,2227,,10000,6707,4966,1584,646
8.385E-06,,10000,8289,7315,3051,2226,,10000,6693,4954,1571,641
8.395E-06,,10000,8288,7314,3050,2226,,10000,6681,4949,1558,641
8.405E-06,,10000,8288,7313,3047,2225,,10000,6673,4933,1551,637
8.415E-06,,10000,8287,7310,3045,2224,,10000,6654,4920,1540,635
8.425E-06,,10000,8286,7310,3041,2220,,10000,6638,4913,1531,629
8.435E-06,,10000,8285,7308,3037,2217,,10000,6626,4907,1521,623
8.445E-06,,10000,8282,7306,3031,2213,,10000,6610,4904,1513,622
8.455E-06,,10000,8282,7306,3031,2211,,10000,6585,4885,1498,617
8.465E-06,,10000,8281,7305,3029,2207,,10000,6570,4878,1480,615
8.475E-06,,10000,8279,7304,3027,2206,,10000,6559,4865,1468,610
8.485E-06,,10000,8279,7301,3021,2204,,10000,6545,4856,1460,603
8.495E-06,,10000,8277,7300,3020,2203,,10000,6529,4843,1451,597
8.505E-06,,10000,8275,7299,3017,2203,,10000,6516,4828,1443,591
8.515E-06,,10000,8273,7298,3014,2201,,10000,6499,4817,1431,587
8.525E-06,,10000,8271,7297,3005,2201,,10000,6484,4804,1423,583
8.535E-06,,10000,8270,7295,3002,2198,,10000,6466,4794,1414,579
8.545E-06,,10000,8269,7295,2999,2195,,10000,6455,4784,1406,576
8.555E-06,,10000,8266,7292,2998,2192,,10000,6433,4773,1395,571
8.565E-06,,10000,8263,7291,2997,2190,,10000,6415,4757,1376,570
8.575E-06,,10000,8262,7290,2994,2190,,10000,6405,4745,1366,567
8.585E-06,,10000,8260,7289,2994,2185,,10000,6394,4738,1360,564
8.595E-06,,10000,8260,7288,2991,2183,,10000,6380,4725,1347,561
8.605E-06,,10000,8259,7288,2989,2181,,10000,6368,4711,1336,557
8.615E-06,,10000,8256,7287,2988,2179,,10000,6354,4705,1321,555
8.625E-06,,10000,8255,7282,2985,2176,,10000,6337,4696,1310,553
8.635E-06,,10000,8253,7280,2982,2170,,10000,6321,4686,1304,545
8.645E-06,,10000,8251,7280,2977,2168,,10000,6302,4675,1292,541
8.655E-06,,10000,8247,7280,2973,2165,,10000,6287,4663,1270,539
8.665E-06,,10000,8244,7279,2971,2163,,10000,6275,4653,1257,534
8.675E-06,,10000,8243,7278,2969,2161,,10000,6259,4642,1245,532
8.685E-06,,10000,8242,7277,2968,2159,,10000,6240,4627,1229,527
8.695E-06,,10000,8240,7277,2962,2158,,10000,6220,4611,1219,522
8.705E-06,,10000,8239,7275,2961,2155,,10000,6209,4601,1212,519
8.715E-06,,10000,8237,7274,2959,2151,,10000,6195,4585,1205,516
8.725E-06,,10000,8235,7273,2958,2149,,10000,6173,4568,1200,513
8.735E-06,,10000,8232,7273,2958,2145,,10000,6153,4560,1188,508
8.745E-06,,10000,8229,7272,2957,2143,,10000,6133,4548,1178,507
8.755E-06,,10000,8227,7271,2957,2139,,10000,6114,4532,1166,501
8.765E-06,,10000,8224,7269,2956,2138,,10000,6094,4520,1158,497
8.775E-06,,10000,8224,7268,2952,2134,,10000,6071,4510,1143,493
8.785E-06,,10000,8222,7266,2949,2131,,10000,6046,4498,1134,488
8.795E-06,,10000,8220,7264,2948,2129,,10000,6029,4480,1121,486
8.805E-06,,10000,8218,7264,2945,2126,,10000,6013,4467,1113,482
8.815E-06,,10000,8216,7264,2943,2118,,10000,5989,4457,1093,476
8.825E-06,,10000,8216,7263,2941,2117,,10000,5967,4444,1089,469
8.835E-06,,10000,8214,7259,2938,2115,,10000,5946,4431,1073,466
8.845E-06,,10000,8214,7258,2937,2114,,10000,5922,4417,1066,462
8.855E-06,,10000,8211,7258,2929,2110,,10000,5902,4401,1050,455
8.865E-06,,10000,8211,7257,2928,2110,,10000,5884,4392,1041,449
8.875E-06,,10000,8210,7255,2922,2110,,10000,5862,4379,1023,444
8.885E-06,,10000,8206,7254,2914,2110,,10000,5843,4365,1012,440
8.895E-06,,10000,8204,7254,2909,2108,,10000,5831,4350,1000,432
8.905E-06,,10000,8202,7252,2906,2106,,10000,5811,4340,986,429
8.915E-06,,10000,8200,7251,2905,2104,,10000,5795,4327,976,428
8.925E-06,,10000,8199,7251,2902,2101,,10000,5776,4313,967,423
8.935E-06,,10000,8198,7250,2896,2098,,10000,5750,4300,950,420
8.945E-06,,10000,8197,7250,2891,2096,,10000,5727,4286,935,411
8.955E-06,,10000,8195,7248,2887,2095,,10000,5707,4272,919,406
8.965E-06,,10000,8193,7248,2884,2093,,10000,5685,4261,909,402
8.975E-06,,10000,8189,7247,2881,2092,,10000,5657,4248,899,398
8.985E-06,,10000,8188,7246,2877,2087,,10000,5635,4226,892,394
8.995E-06,,10000,8186,7246,2875,2083,,10000,5612,4210,880,389
9.005E-06,,10000,8182,7244,2869,2078,,10000,5589,4192,865,387
9.015E-06,,10000,8182,7244,2868,2078,,10000,5564,4180,852,385
9.025E-06,,10000,8180,7243,2864,2076,,10000,5543,4162,834,380
9.035E-06,,10000,8179,7239,2862,2072,,10000,5528,4141,823,376
9.045E-06,,10000,8176,7236,2859,2068,,10000,5504,4120,810,372
9.055E-06,,10000,8176,7234,2856,2067,,10000,5482,4102,800,368
9.065E-06,,10000,8175,7232,2854,2064,,10000,5459,4089,787,364
9.075E-06,,10000,8173,7232,2851,2061,,10000,5447,4070,779,361
9.085E-06,,10000,8172,7229,2849,2056,,10000,5423,4054,774,359
9.095E-06,,10000,8169,7229,2847,2055,,10000,5398,4039,763,356
9.105E-06,,10000,8165,7229,2844,2052,,10000,5372,4024,757,349
9.115E-06,,10000,8160,7228,2841,2051,,10000,5353,4003,750,347
9.125E-06,,10000,8158,7225,2840,2048,,10000,5329,3983,743,341
9.135E-06,,10000,8158,7223,2836,2045,,10000,5303,3967,733,338
9.145E-06,,10000,8158,7220,2835,2044,,10000,5269,3948,724,335
9.155E-06,,10000,8156,7220,2832,2041,,10000,5234,3928,713,333
9.165E-06,,10000,8155,7214,2826,2039,,10000,5207,3912,698,331
9.175E-06,,10000,8154,7210,2823,2038,,10000,5186,3887,688,327
9.185E-06,,10000,8148,7210,2819,2035,,10000,5158,3873,681,320
9.195E-06,,10000,8147,7210,2817,2035,,10000,5137,3849,672,314
9.205E-06,,10000,8147,7207,2811,2034,,10000,5108,3826,662,307
9.215E-06,,10000,8145,7204,2810,2028,,10000,5081,3800,654,304
9.225E-06,,10000,8144,7201,2803,2025,,10000,5055,3781,640,300
9.235E-06,,10000,8139,7201,2802,2024,,10000,5030,3759,627,298
9.245E-06,,10000,8139,7199,2799,2021,,10000,5014,3735,618,294
9.255E-06,,10000,8136,7198,2798,2018,,10000,4980,3712,609,292
9.265E-06,,10000,8134,7193,2794,2013,,10000,4954,3688,595,287
9.275E-06,,10000,8133,7192,2792,2012,,10000,4921,3664,589,283
9.285E-06,,10000,8133,7190,2788,2009,,10000,4903,3643,579,279
9.295E-06,,10000,8131,7190,2786,2009,,10000,4870,3622,572,275
9.305E-06,,10000,8131,7187,2781,2007,,10000,4836,3600,566,272
9.315E-06,,10000,8127,7185,2779,2004,,10000,4807,3583,552,270
9.325E-06,,10000,8126,7184,2776,2001,,10000,4776,3565,543,268
9.335E-06,,10000,8123,7183,2772,2000,,10000,4753,3548,535,260
9.345E-06,,10000,8123,7183,2767,1996,,9998,4713,3513,527,253
9.355E-06,,10000,8123,7181,2766,1996,,9996,4677,3485,511,251
9.365E-06,,10000,8122,7179,2762,1996,,9993,4645,3466,498,247
9.375E-06,,10000,8122,7179,2758,1992,,9991,4612,3438,488,241
9.385E-06,,10000,8120,7179,2755,1989,,9984,4580,3421,478,239
9.395E-06,,10000,8116,7179,2752,1989,,9979,4556,3400,470,236
9.405E-06,,10000,8114,7177,2748,1985,,9976,4532,3378,461,231
9.415E-06,,10000,8113,7175,2742,1985,,9970,4499,3366,454,228
9.425E-06,,10000,8112,7175,2739,1985,,9963,4461,3340,442,225
9.435E-06,,10000,8112,7172,2735,1981,,9950,4428,3316,430,222
9.445E-06,,10000,8111,7171,2728,1977,,9936,4393,3290,425,217
9.455E-06,,10000,8108,7168,2728,1975,,9918,4351,3266,413,214
9.465E-06,,10000,8103,7165,2725,1974,,9901,4319,3250,406,210
9.475E-06,,10000,8103,7163,2722,1970,,9891,4281,3212,394,209
9.485E-06,,10000,8101,7162,2716,1968,,9871,4249,3193,384,204
9.495E-06,,10000,8100,7161,2713,1967,,9845,4192,3153,378,202
9.505E-06,,10000,8100,7159,2711,1967,,9829,4150,3123,371,200
9.515E-06,,10000,8097,7159,2708,1961,,9807,4108,3083,361,196
9.525E-06,,10000,8097,7158,2702,1958,,9782,4069,3048,352,195
9.535E-06,,10000,8096,7157,2699,1956,,9753,4023,3007,342,186
9.545E-06,,10000,8094,7154,2697,1954,,9724,3977,2978,331,179
9.555E-06,,10000,8091,7153,2691,1952,,9680,3940,2950,324,176
9.565E-06,,10000,8089,7152,2688,1951,,9646,3901,2917,312,176
9.575E-06,,10000,8086,7149,2685,1951,,9601,3859,2880,301,171
9.585E-06,,10000,8084,7148,2682,1951,,9555,3816,2848,293,163
9.595E-06,,10000,8084,7144,2681,1949,,9502,3770,2812,288,161
9.605E-06,,10000,8083,7144,2677,1947,,9458,3731,2770,278,158
9.615E-06,,10000,8080,7143,2675,1943,,9397,3694,2735,273,155
9.625E-06,,10000,8079,7141,2671,1941,,9338,3649,2700,265,151
9.635E-06,,10000,8077,7140,2667,1939,,9278,3601,2665,261,147
9.645E-06,,10000,8076,7139,2664,1936,,9210,3557,2631,256,142
9.655E-06,,10000,8073,7137,2660,1935,,9152,3519,2595,250,137
9.665E-06,,10000,8071,7137,2655,1929,,9075,3478,2548,247,137
9.675E-06,,10000,8070,7133,2651,1928,,8993,3424,2516,239,133
9.685E-06,,10000,8070,7131,2646,1923,,8915,3369,2473,236,129
9.695E-06,,10000,8067,7130,2642,1922,,8805,3310,2428,233,126
9.705E-06,,10000,8066,7126,2636,1921,,8716,3243,2398,228,121
9.715E-06,,10000,8064,7123,2635,1920,,8617,3192,2369,222,117
9.725E-06,,10000,8060,7122,2631,1920,,8549,3143,2325,218,111
9.735E-06,,10000,8058,7122,2627,1919,,8461,3088,2286,212,108
9.745E-06,,10000,8054,7121,2620,1919,,8365,3037,2244,206,106
9.755E-06,,10000,8053,7121,2616,1916,,8254,2968,2201,202,103
9.765E-06,,10000,8051,7120,2615,1913,,8160,2922,2161,195,101
9.775E-06,,10000,8045,7119,2613,1912,,8047,2875,2132,183,100
9.785E-06,,10000,8044,7117,2609,1911,,7934,2824,2088,181,95
9.795E-06,,10000,8043,7114,2604,1910,,7822,2772,2033,173,93
9.805E-06,,10000,8041,7112,2600,1906,,7689,2718,1993,169,87
9.815E-06,,10000,8038,7110,2598,1904,,7568,2659,1957,168,82
9.825E-06,,10000,8037,7107,2593,1902,,7445,2613,1923,163,78
9.835E-06,,10000,8036,7106,2590,1899,,7307,2555,1881,157,75
9.845E-06,,10000,8034,7103,2586,1898,,7176,2507,1839,155,71
9.855E-06,,10000,8032,7102,2583,1897,,7031,2439,1800,148,68
9.865E-06,,10000,8030,7098,2580,1895,,6892,2378,1756,145,64
9.875E-06,,10000,8028,7097,2577,1892,,6759,2331,1716,137,64
9.885E-06,,10000,8026,7095,2576,1890,,6616,2275,1673,131,62
9.895E-06,,10000,8026,7095,2568,1888,,6469,2202,1624,128,62
9.905E-06,,10000,8024,7095,2564,1888,,6309,2144,1584,125,59
9.915E-06,,10000,8024,7095,2562,1886,,6147,2089,1528,119,58
9.925E-06,,10000,8021,7093,2558,1886,,5991,2026,1485,115,57
9.935E-06,,10000,8019,7090,2556,1885,,5849,1963,1437,113,55
9.945E-06,,10000,8019,7087,2552,1882,,5695,1915,1400,107,48
9.955E-06,,10000,8016,7083,2551,1877,,5548,1862,1360,101,45
9.965E-06,,10000,8011,7083,2546,1875,,5404,1816,1322,95,42
9.975E-06,,10000,8010,7082,2542,1871,,5291,1754,1270,93,41
9.985E-06,,10000,8008,7079,2539,1866,,5129,1696,1222,91,40
9.995E-06,,10000,8006,7078,2535,1864,,4991,1635,1183,85,36
1.0005E-05,,10000,8001,7076,2532,1861,,4836,1567,1144,84,35
1.0015E-05,,10000,8000,7076,2529,1861,,4677,1523,1113,81,35
1.0025E-05,,10000,7999,7072,2524,1861,,4542,1478,1079,78,34
1.0035E-05,,10000,7996,7071,2521,1859,,4392,1444,1049,75,29
1.0045E-05,,10000,7995,7064,2518,1856,,4267,1390,1014,71,28
1.0055E-05,,10000,7994,7063,2516,1853,,4109,1338,975,67,28
1.0065E-05,,10000,7987,7062,2512,1853,,3985,1276,935,64,27
1.0075E-05,,10000,7984,7057,2510,1852,,3857,1232,910,63,25
1.0085E-05,,10000,7981,7056,2509,1844,,3746,1180,874,60,24
1.0095E-05,,10000,7981,7054,2507,1841,,3624,1127,841,59,23
1.0105E-05,,10000,7980,7053,2504,1836,,3498,1079,810,52,22
1.0115E-05,,10000,7975,7053,2502,1833,,3372,1047,785,51,22
1.0125E-05,,10000,7971,7052,2497,1829,,3248,1011,764,50,22
1.0135E-05,,10000,7967,7049,2494,1827,,3144,980,740,48,22
1.0145E-05,,10000,7966,7048,2493,1826,,3025,935,708,46,21
1.0155E-05,,10000,7965,7048,2491,1822,,2913,899,677,45,19
1.0165E-05,,10000,7961,7048,2485,1821,,2813,854,647,43,19
1.0175E-05,,10000,7956,7048,2483,1818,,2704,824,623,40,19
1.0185E-05,,10000,7953,7046,2479,1817,,2606,789,599,39,19
1.0195E-05,,10000,7952,7041,2472,1815,,2499,760,575,38,18
1.0205E-05,,10000,7950,7040,2466,1812,,2417,734,551,38,17
1.0215E-05,,10000,7947,7037,2465,1809,,2322,709,527,35,15
1.0225E-05,,10000,7946,7035,2462,1806,,2239,682,499,35,14
1.0235E-05,,10000,7944,7032,2461,1806,,2153,653,480,32,13
1.0245E-05,,10000,7941,7028,2461,1804,,2064,618,454,31,12
1.0255E-05,,10000,7935,7026,2457,1804,,1989,597,440,29,11
1.0265E-05,,10000,7934,7025,2454,1802,,1918,578,420,29,11
1.0275E-05,,10000,7933,7021,2450,1797,,1848,559,400,28,11
1.0285E-05,,10000,7933,7019,2449,1792,,1775,536,385,26,11
1.0295E-05,,10000,7930,7016,2446,1790,,1708,516,376,25,11
1.0305E-05,,10000,7925,7015,2442,1787,,1626,500,357,25,11
1.0315E-05,,10000,7921,7012,2439,1785,,1563,484,345,25,11
1.0325E-05,,10000,7918,7012,2434,1783,,1499,467,334,25,10
1.0335E-05,,10000,7916,7011,2429,1781,,1437,453,321,23,10
1.0345E-05,,10000,7912,7008,2427,1779,,1378,435,310,22,9
1.0355E-05,,10000,7908,7006,2427,1774,,1318,419,291,18,8
1.0365E-05,,10000,7905,7006,2427,1770,,1264,404,278,17,8
1.0375E-05,,10000,7901,7005,2422,1769,,1202,387,264,17,8
1.0385E-05,,10000,7897,7004,2418,1766,,1154,369,258,15,8
1.0395E-05,,10000,7893,7001,2414,1765,,1104,350,249,13,7
1.0405E-05,,10000,7889,6999,2410,1761,,1060,328,239,11,7
1.0415E-05,,10000,7885,6996,2407,1759,,1021,311,228,8,7
1.0425E-05,,10000,7884,6993,2404,1755,,976,298,216,7,7
1.0435E-05,,10000,7881,6988,2401,1749,,943,287,210,7,7
1.0445E-05,,10000,7876,6985,2397,1749,,904,280,203,6,6
1.0455E-05,,10000,7874,6985,2394,1746,,868,265,190,6,6
1.0465E-05,,10000,7874,6983,2391,1745,,833,260,181,6,6
1.0475E-05,,10000,7874,6980,2389,1745,,808,250,170,6,6
1.0485E-05,,10000,7872,6978,2387,1744,,780,241,161,6,6
1.0495E-05,,10000,7872,6977,2382,1741,,742,233,154,5,6
1.0505E-05,,10000,7870,6973,2376,1739,,708,223,145,5,6
1.0515E-05,,10000,7870,6973,2373,1737,,680,217,136,5,5
1.0525E-05,,10000,7870,6967,2371,1733,,653,203,130,5,4
1.0535E-05,,10000,7869,6964,2370,1729,,620,197,120,5,4
1.0545E-05,,10000,7867,6962,2367,1728,,590,188,115,5,4
1.0555E-05,,10000,7865,6960,2363,1728,,557,177,109,5,4
1.0565E-05,,10000,7863,6959,2359,1725,,529,171,100,5,4
1.0575E-05,,10000,7862,6957,2357,1725,,503,162,93,5,4
1.0585E-05,,10000,7861,6954,2353,1722,,473,148,88,5,3
1.0595E-05,,10000,7860,6954,2350,1722,,450,139,83,5,3
1.0605E-05,,10000,7859,6954,2349,1721,,433,136,80,4,3
