#Energy(eV),Intensity(a.u.)0mTorr,Intensity(a.u.)2mTorr,Intensity(a.u.)9.5mTorr, #E(MeV) ,0mTorr,2mTorr,9.5mTorr
11.2744,2989,1935.66666666667,471.6,1.1705E-05,100000,71370,14030
11.2696,3027.125,1920.5,487.4,1.1715E-05,100000,71344,14002
11.2648,2996.5,1930,487.4,1.1725E-05,100000,71313,13973
11.26,3022.625,1949,456.4,1.1735E-05,100000,71283,13951
11.2552,3020.5,1886.16666666667,473.8,1.1745E-05,100000,71257,13923
11.2504,3025,1902.5,456.2,1.1755E-05,100000,71230,13894
11.2456,3030.5,1931.66666666667,481.2,1.1765E-05,100000,71206,13863
11.2408,3044,1929.16666666667,445.6,1.1775E-05,100000,71168,13831
11.236,2984,1927.66666666667,479.4,1.1785E-05,100000,71146,13797
11.2312,3008.25,1961.33333333333,477,1.1795E-05,100000,71110,13768
11.2264,3011.875,1951.16666666667,456.4,1.1805E-05,100000,71089,13733
11.2216,2960.625,1921.83333333333,482,1.1815E-05,100000,71046,13705
11.2168,3007.125,1955,494,1.1825E-05,100000,71015,13679
11.212,3052.25,1944.16666666667,479.6,1.1835E-05,100000,70993,13650
11.2072,2981.625,1882,472.4,1.1845E-05,100000,70970,13615
11.2024,3009.625,1927.16666666667,477.8,1.1855E-05,100000,70936,13576
11.1976,3045.75,1908,473.2,1.1865E-05,100000,70897,13536
11.1928,3011.75,1918.33333333333,481.6,1.1875E-05,100000,70867,13510
11.188,2991.75,1885.66666666667,466.8,1.1885E-05,100000,70833,13480
11.1832,3017.375,1944.16666666667,460,1.1895E-05,100000,70804,13448
11.1784,3007,1888.66666666667,463.8,1.1905E-05,100000,70786,13419
11.1736,3012.875,1945.83333333333,465.4,1.1915E-05,100000,70758,13397
11.1688,3044,1937.66666666667,454,1.1925E-05,100000,70734,13366
11.164,2979.5,1954,466.6,1.1935E-05,100000,70709,13330
11.1592,3031.375,1943.5,454.2,1.1945E-05,100000,70681,13296
11.1544,3033.875,1928.66666666667,483.6,1.1955E-05,100000,70651,13261
11.1496,2989.375,1951.66666666667,464.8,1.1965E-05,100000,70626,13228
11.1448,3010.375,1921.5,475,1.1975E-05,100000,70597,13179
11.14,3042.125,1907.5,468.6,1.1985E-05,100000,70564,13149
11.1352,2996.375,1903.66666666667,452.8,1.1995E-05,100000,70533,13120
11.1304,3030.25,1958.16666666667,456.2,1.2005E-05,100000,70504,13080
11.1256,2984.125,1904.33333333333,477.8,1.2015E-05,100000,70482,13046
11.1208,3023.125,1937.83333333333,492.8,1.2025E-05,100000,70456,13003
11.116,2999.25,1935.66666666667,458.8,1.2035E-05,100000,70412,12970
11.1112,3006.25,1918.5,480.2,1.2045E-05,100000,70387,12942
11.1064,2997.5,1935.16666666667,494.2,1.2055E-05,100000,70344,12915
11.1016,3017,1939.83333333333,462.6,1.2065E-05,100000,70316,12886
11.0968,2940,1925.16666666667,482.8,1.2075E-05,100000,70270,12849
11.092,2974.375,1913.66666666667,463.4,1.2085E-05,100000,70241,12816
11.0872,2968.375,1925.33333333333,467.6,1.2095E-05,100000,70203,12788
11.0824,3024.375,1896.5,453.2,1.2105E-05,100000,70170,12750
11.0776,3004,1922,475,1.2115E-05,100000,70131,12711
11.0728,3002.25,1951.5,482.2,1.2125E-05,100000,70095,12677
11.068,2987.625,1959.83333333333,476.4,1.2135E-05,100000,70065,12644
11.0632,3006.625,1914.5,486.2,1.2145E-05,100000,70036,12596
11.0584,3025.25,1934.66666666667,479.2,1.2155E-05,100000,70003,12566
11.0536,3009.5,1907.16666666667,457,1.2165E-05,100000,69961,12541
11.0488,2978.75,1929,471.2,1.2175E-05,100000,69926,12502
11.044,2974,1948.66666666667,478,1.2185E-05,100000,69886,12470
11.0392,3023.375,1932.5,475.8,1.2195E-05,100000,69850,12449
11.0344,3023.125,1927.16666666667,475,1.2205E-05,100000,69816,12418
11.0296,3017.375,1924.83333333333,485.8,1.2215E-05,100000,69784,12390
11.0248,3024,1932.5,459,1.2225E-05,100000,69741,12349
11.02,2975.375,1900.16666666667,448.8,1.2235E-05,100000,69696,12318
11.0152,2982.875,1959.5,486,1.2245E-05,100000,69659,12278
11.0104,3013.625,1952.66666666667,471.6,1.2255E-05,100000,69626,12238
11.0056,2980.75,1940,479.4,1.2265E-05,100000,69593,12200
11.0008,3009.125,1901,476.6,1.2275E-05,100000,69569,12165
10.996,3010.75,1943.33333333333,471.6,1.2285E-05,100000,69528,12138
10.9912,3021.875,1932,465.8,1.2295E-05,100000,69489,12091
10.9864,2977,1945.83333333333,451,1.2305E-05,100000,69451,12058
10.9816,3008.5,1915.5,467,1.2315E-05,100000,69421,12025
10.9768,2994.25,1949.5,473.4,1.2325E-05,100000,69376,11988
10.972,3027.875,1921.83333333333,457.8,1.2335E-05,100000,69341,11957
10.9672,3025.625,1878.5,465.4,1.2345E-05,100000,69307,11919
10.9624,3020.5,1948.33333333333,484.6,1.2355E-05,100000,69264,11886
10.9576,3000.625,1904.66666666667,456.2,1.2365E-05,100000,69219,11845
10.9528,3013.25,1973.83333333333,467.6,1.2375E-05,100000,69182,11808
10.948,3021,1935,470,1.2385E-05,100000,69147,11781
10.9432,3040.375,1931.83333333333,479,1.2395E-05,100000,69115,11742
10.9384,2982.5,1902.16666666667,491,1.2405E-05,100000,69072,11699
10.9336,2998.625,1947,479.6,1.2415E-05,100000,69033,11662
10.9288,2991.875,1906.16666666667,475.4,1.2425E-05,100000,68985,11616
10.924,3030.125,1911.83333333333,476.2,1.2435E-05,100000,68943,11582
10.9192,2983.5,1951.5,486.6,1.2445E-05,100000,68909,11538
10.9144,2995.625,1959,473.6,1.2455E-05,100000,68870,11511
10.9096,2990.25,1938.5,499.8,1.2465E-05,100000,68835,11474
10.9048,3021.375,1925.16666666667,468.6,1.2475E-05,100000,68799,11444
10.9,2999.625,1912.16666666667,469.6,1.2485E-05,100000,68759,11401
10.8952,3026.875,1943.83333333333,493.2,1.2495E-05,100000,68715,11375
10.8904,3017,1970.83333333333,475.6,1.2505E-05,100000,68668,11327
10.8856,3026.5,1948.66666666667,480,1.2515E-05,100000,68633,11298
10.8808,2993.625,1918,492.4,1.2525E-05,100000,68598,11248
10.876,3034.5,1920.83333333333,486.8,1.2535E-05,100000,68566,11211
10.8712,3022.375,1927.66666666667,518.4,1.2545E-05,100000,68524,11179
10.8664,2989.375,1934.66666666667,470.4,1.2555E-05,100000,68482,11147
10.8616,3033.5,1982.33333333333,491.4,1.2565E-05,100000,68440,11116
10.8568,3019.625,1953.16666666667,494.6,1.2575E-05,100000,68386,11079
10.852,3016.5,1946.33333333333,467.6,1.2585E-05,100000,68328,11035
10.8472,2999,1939.83333333333,480,1.2595E-05,100000,68286,10991
10.8424,3029.375,1927.5,487.2,1.2605E-05,100000,68240,10948
10.8376,3017.875,1900,487,1.2615E-05,100000,68194,10914
10.8328,3013.75,1952.16666666667,467.6,1.2625E-05,100000,68154,10872
10.828,3007.75,1956.33333333333,494.6,1.2635E-05,100000,68104,10827
10.8232,3028.625,1902.16666666667,486.2,1.2645E-05,100000,68066,10788
10.8184,3003.5,1927.66666666667,501.6,1.2655E-05,100000,68013,10748
10.8136,3011.875,1942.33333333333,486.4,1.2665E-05,100000,67960,10693
10.8088,3002.25,1911,484.6,1.2675E-05,100000,67908,10654
10.804,3030.875,1914.5,488.2,1.2685E-05,100000,67863,10626
10.7992,2976.375,1907.16666666667,476,1.2695E-05,100000,67817,10597
10.7944,3005.25,1968.33333333333,506.2,1.2705E-05,100000,67771,10555
10.7896,3017.5,1935.83333333333,462,1.2715E-05,100000,67726,10525
10.7848,3046.5,1931,510.2,1.2725E-05,100000,67688,10480
10.78,3002.625,1920.83333333333,479.6,1.2735E-05,100000,67640,10453
10.7752,3038.875,1918.83333333333,480,1.2745E-05,100000,67587,10413
10.7704,2975.375,1948,511.4,1.2755E-05,100000,67533,10374
10.7656,3011,1921.66666666667,484.4,1.2765E-05,100000,67479,10331
10.7608,2959.25,1929.33333333333,487.2,1.2775E-05,100000,67428,10289
10.756,2991.125,1928.66666666667,502.8,1.2785E-05,100000,67387,10258
10.7512,3013.25,1911.33333333333,478.4,1.2795E-05,100000,67332,10226
10.7464,3019,1966.33333333333,491.8,1.2805E-05,100000,67282,10191
10.7416,2991.625,1935.5,492.8,1.2815E-05,100000,67220,10141
10.7368,3007.875,1936.83333333333,489.2,1.2825E-05,100000,67179,10101
10.732,2986.625,1952.66666666667,475,1.2835E-05,100000,67119,10062
10.7272,3036,1952.16666666667,493,1.2845E-05,100000,67062,10022
10.7224,2968.875,1941.66666666667,490,1.2855E-05,100000,67023,9973
10.7176,3014,1925.33333333333,488.4,1.2865E-05,100000,66976,9915
10.7128,3002.75,1927.66666666667,492.8,1.2875E-05,100000,66931,9877
10.708,3015.25,1942.33333333333,493.6,1.2885E-05,100000,66887,9837
10.7032,3017.125,1925,490.2,1.2895E-05,100000,66830,9798
10.6984,3019.75,1922,455.6,1.2905E-05,100000,66780,9754
10.6936,3061,1951.5,478,1.2915E-05,100000,66717,9718
10.6888,3029.5,1943.33333333333,477.6,1.2925E-05,100000,66659,9675
10.684,3009,1953.83333333333,470.6,1.2935E-05,100000,66596,9636
10.6792,3017.25,1964.33333333333,505.4,1.2945E-05,100000,66544,9598
10.6744,3007.125,1988.66666666667,478,1.2955E-05,100000,66489,9562
10.6696,3017.875,2002.16666666667,474.4,1.2965E-05,100000,66432,9530
10.6648,3009.25,1931,497.6,1.2975E-05,100000,66379,9480
10.66,3060.625,1954.16666666667,487.8,1.2985E-05,100000,66307,9427
10.6552,3028.25,1973.66666666667,494.6,1.2995E-05,100000,66237,9388
10.6504,2995.125,1966.66666666667,476.8,1.3005E-05,100000,66187,9351
10.6456,2994.125,1951.66666666667,477,1.3015E-05,100000,66124,9316
10.6408,3019.875,1961.5,488.2,1.3025E-05,100000,66079,9280
10.636,3013,1932.66666666667,484.8,1.3035E-05,100000,66030,9236
10.6312,3057.5,1960.83333333333,489.8,1.3045E-05,100000,65973,9200
10.6264,3021.25,2007.83333333333,490.2,1.3055E-05,100000,65926,9159
10.6216,3070.375,1964,486.2,1.3065E-05,100000,65873,9114
10.6168,3037.25,1947.5,483.4,1.3075E-05,100000,65818,9066
10.612,2999.625,1934.16666666667,484.8,1.3085E-05,100000,65761,9028
10.6072,3033.75,1963,514.8,1.3095E-05,100000,65694,8985
10.6024,3040.75,1975,502.8,1.3105E-05,100000,65626,8947
10.5976,3014,1923.5,491.6,1.3115E-05,100000,65566,8905
10.5928,3067.125,1967.83333333333,489.8,1.3125E-05,100000,65515,8861
10.588,3027.375,1962.33333333333,477.4,1.3135E-05,100000,65454,8815
10.5832,3054.375,1965.33333333333,483.4,1.3145E-05,100000,65402,8787
10.5784,3083.75,1950.33333333333,501.6,1.3155E-05,100000,65337,8725
10.5736,3021.125,1956,519.4,1.3165E-05,100000,65280,8679
10.5688,3034.625,1912.66666666667,517.8,1.3175E-05,100000,65217,8641
10.564,3026.5,1950,511.4,1.3185E-05,100000,65149,8600
10.5592,3008.875,1942.83333333333,470,1.3195E-05,100000,65089,8561
10.5544,3063.25,1927,496.4,1.3205E-05,100000,65036,8511
10.5496,3052.75,1979.5,480.6,1.3215E-05,100000,64978,8474
10.5448,3032.625,1944.16666666667,501.6,1.3225E-05,100000,64911,8442
10.54,3055.125,1946,494.6,1.3235E-05,100000,64832,8396
10.5352,3090.625,1906.5,488.6,1.3245E-05,100000,64777,8359
10.5304,3040.75,1955.83333333333,505.6,1.3255E-05,100000,64706,8311
10.5256,3033.875,1958.5,495.6,1.3265E-05,100000,64655,8261
10.5208,3046.75,1952.83333333333,490.6,1.3275E-05,100000,64590,8210
10.516,3027.375,1919.66666666667,489.6,1.3285E-05,100000,64518,8175
10.5112,3001.375,1935.83333333333,483.8,1.3295E-05,100000,64442,8128
10.5064,3009,1935.33333333333,497,1.3305E-05,100000,64378,8077
10.5016,3037,2011.33333333333,507.6,1.3315E-05,100000,64317,8023
10.4968,3022.25,1976.16666666667,484.4,1.3325E-05,100000,64243,7987
10.492,2994,1950.16666666667,482,1.3335E-05,100000,64175,7938
10.4872,3057.75,1943,500,1.3345E-05,100000,64103,7889
10.4824,3035.875,1927.16666666667,494.4,1.3355E-05,100000,64038,7844
10.4776,3047.875,1954.66666666667,492.8,1.3365E-05,100000,63963,7793
10.4728,3021.5,1905,487.6,1.3375E-05,100000,63886,7753
10.468,3028,1940.16666666667,500,1.3385E-05,100000,63805,7719
10.4632,3041.875,1975.16666666667,486.2,1.3395E-05,100000,63722,7668
10.4584,3043.75,1943.33333333333,513.8,1.3405E-05,100000,63645,7617
10.4536,3063.625,1980.83333333333,511.4,1.3415E-05,100000,63580,7577
10.4488,3012.5,1967,514,1.3425E-05,100000,63507,7527
10.444,3032.25,1934,499,1.3435E-05,100000,63428,7478
10.4392,3013.375,1923.66666666667,515.4,1.3445E-05,100000,63345,7443
10.4344,3031,1969.83333333333,486.2,1.3455E-05,100000,63266,7385
10.4296,3040.75,1974,510.6,1.3465E-05,100000,63195,7345
10.4248,3035.5,1949.33333333333,502.6,1.3475E-05,100000,63126,7299
10.42,2994.5,1956.5,505.8,1.3485E-05,100000,63033,7251
10.4152,3075.875,1903,495.4,1.3495E-05,100000,62952,7192
10.4104,3005.75,1978.83333333333,501.8,1.3505E-05,100000,62868,7164
10.4056,3002.375,1982,502.8,1.3515E-05,100000,62796,7123
10.4008,3052.5,1926.66666666667,500.4,1.3525E-05,100000,62729,7068
10.396,3009.5,1970,485.8,1.3535E-05,100000,62646,7017
10.3912,3071.5,1952.33333333333,497.6,1.3545E-05,100000,62560,6966
10.3864,3003.125,1996.33333333333,509,1.3555E-05,100000,62475,6922
10.3816,3052.25,1966.5,478.4,1.3565E-05,100000,62381,6884
10.3768,3012.75,1987.83333333333,491.6,1.3575E-05,100000,62302,6831
10.372,3015.875,1946.66666666667,527,1.3585E-05,100000,62218,6790
10.3672,2998.75,1920.33333333333,509.8,1.3595E-05,100000,62124,6741
10.3624,3002.5,1948.83333333333,506.8,1.3605E-05,100000,62037,6704
10.3576,3010,1958.33333333333,487,1.3615E-05,100000,61943,6664
10.3528,3050.75,1980.83333333333,510.4,1.3625E-05,100000,61861,6623
10.348,3008.5,1933,500,1.3635E-05,100000,61770,6577
10.3432,2985.875,1984.66666666667,498.6,1.3645E-05,100000,61681,6531
10.3384,2980.25,1956.66666666667,516.6,1.3655E-05,100000,61586,6486
10.3336,3039.25,1961,493.6,1.3665E-05,100000,61496,6434
10.3288,3012,1949.5,497.6,1.3675E-05,100000,61401,6382
10.324,3037.625,1982,507,1.3685E-05,100000,61305,6326
10.3192,3036.625,1979.33333333333,490.4,1.3695E-05,100000,61214,6284
10.3144,3038.125,2000.5,513,1.3705E-05,100000,61119,6231
10.3096,3026.5,1981.16666666667,507.2,1.3715E-05,100000,61028,6192
10.3048,3036.625,1942.83333333333,475.2,1.3725E-05,100000,60941,6149
10.3,3012.25,1946.83333333333,507.8,1.3735E-05,100000,60835,6100
10.2952,3027,1985.5,514.2,1.3745E-05,100000,60728,6050
10.2904,3031,1956.5,509.2,1.3755E-05,100000,60630,5995
10.2856,3023,1953.83333333333,504,1.3765E-05,100000,60528,5949
10.2808,3032.5,2034.83333333333,509.4,1.3775E-05,100000,60435,5899
10.276,3031.5,1947.16666666667,490.8,1.3785E-05,100000,60320,5847
10.2712,3031.5,1982.66666666667,504.2,1.3795E-05,100000,60216,5805
10.2664,3027.25,1992.83333333333,491.4,1.3805E-05,100000,60109,5762
10.2616,3054.5,1970.16666666667,508.8,1.3815E-05,100000,59990,5727
10.2568,3003,1940.5,529,1.3825E-05,100000,59874,5688
10.252,2996.75,1991.16666666667,505.6,1.3835E-05,100000,59745,5642
10.2472,3026.125,1955.16666666667,499.2,1.3845E-05,100000,59641,5599
10.2424,3015.875,1926.5,512,1.3855E-05,100000,59531,5557
10.2376,3055.25,1943.33333333333,503.2,1.3865E-05,100000,59414,5504
10.2328,3034.125,1982,519,1.3875E-05,100000,59291,5445
10.228,2989.625,1974.66666666667,513,1.3885E-05,100000,59179,5404
10.2232,3050,1969.83333333333,518.6,1.3895E-05,100000,59055,5362
10.2184,3065.125,1941.33333333333,518,1.3905E-05,100000,58951,5321
10.2136,3013.75,1984.16666666667,503,1.3915E-05,100000,58826,5275
10.2088,3030.75,1971.33333333333,496.2,1.3925E-05,100000,58714,5225
10.204,3001.75,2004,523.4,1.3935E-05,100000,58582,5172
10.1992,3047,1944,506.8,1.3945E-05,100000,58478,5121
10.1944,3019,1990.83333333333,515.2,1.3955E-05,100000,58346,5064
10.1896,3005.25,1968.16666666667,520.2,1.3965E-05,100000,58235,5025
10.1848,3047.25,2005,493.2,1.3975E-05,100000,58098,4977
10.18,3012.75,1985,493.8,1.3985E-05,100000,57984,4922
10.1752,3015.5,1995.16666666667,498.4,1.3995E-05,100000,57835,4873
10.1704,2975.75,1996.16666666667,492,1.4005E-05,100000,57688,4835
10.1656,2984.5,1985.33333333333,501.8,1.4015E-05,100000,57530,4796
10.1608,3022.125,2011.16666666667,509.8,1.4025E-05,100000,57378,4746
10.156,2973,1990.5,488.6,1.4035E-05,100000,57253,4704
10.1512,3018.125,2008,501,1.4045E-05,100000,57136,4645
10.1464,3038.75,1963.5,515.2,1.4055E-05,100000,56991,4598
10.1416,2999.125,1954.66666666667,521.2,1.4065E-05,100000,56830,4553
10.1368,3002.5,1978.16666666667,504.2,1.4075E-05,100000,56679,4506
10.132,2968.25,1979.5,524,1.4085E-05,100000,56530,4461
10.1272,2962.625,2014.33333333333,518.6,1.4095E-05,100000,56376,4410
10.1224,3004.5,1987.5,509.6,1.4105E-05,100000,56208,4356
10.1176,3017.5,1947.16666666667,511,1.4115E-05,99997,56055,4314
10.1128,3028.125,2007,502.4,1.4125E-05,99991,55902,4263
10.108,3027.625,2001.33333333333,513,1.4135E-05,99980,55736,4220
10.1032,3015.125,1943,547.6,1.4145E-05,99974,55567,4171
10.0984,2981.125,1993.5,513.6,1.4155E-05,99965,55408,4117
10.0936,3030.375,1989,507.4,1.4165E-05,99943,55238,4063
10.0888,3053.875,1968,520.2,1.4175E-05,99921,55075,4014
10.084,2993.25,1978.33333333333,517.4,1.4185E-05,99883,54886,3969
10.0792,3079.125,1966.83333333333,529.2,1.4195E-05,99846,54676,3928
10.0744,3015,1975.83333333333,505.6,1.4205E-05,99795,54497,3882
10.0696,3013.5,1979.5,528.4,1.4215E-05,99743,54287,3839
10.0648,3011.5,1962.83333333333,508,1.4225E-05,99691,54100,3786
10.06,3028.25,1974.83333333333,523.8,1.4235E-05,99635,53897,3726
10.0552,3019.125,1993.66666666667,507.4,1.4245E-05,99570,53702,3677
10.0504,3015.875,1950.66666666667,517.6,1.4255E-05,99488,53479,3637
10.0456,2998.875,1969.16666666667,514.2,1.4265E-05,99405,53272,3595
10.0408,3047.125,1994.5,522,1.4275E-05,99327,53049,3530
10.036,2995.625,1945.5,494.6,1.4285E-05,99234,52845,3490
10.0312,3065.375,1983,500.8,1.4295E-05,99134,52634,3445
10.0264,3044.875,1989.5,515.8,1.4305E-05,99017,52415,3400
10.0216,3012.375,1978,515.4,1.4315E-05,98890,52171,3358
10.0168,2992.25,1960,519,1.4325E-05,98773,51926,3315
10.012,3041,1998,513.8,1.4335E-05,98628,51671,3259
10.0072,3037.25,1984.16666666667,503.4,1.4345E-05,98461,51402,3211
10.0024,3023.25,1927.83333333333,523.8,1.4355E-05,98300,51127,3160
9.9976,3079.75,1982.16666666667,516.6,1.4365E-05,98127,50859,3116
9.9928,3046,1953.5,520.8,1.4375E-05,97919,50597,3068
9.988,3019.375,1990.5,524.2,1.4385E-05,97690,50289,3029
9.9832,3039.75,1961.5,530.8,1.4395E-05,97468,49999,2984
9.9784,3017.875,1992,519.6,1.4405E-05,97181,49699,2936
9.9736,2969.875,1970.83333333333,509.2,1.4415E-05,96888,49388,2886
9.9688,3026.75,1995.5,527.2,1.4425E-05,96638,49083,2837
9.964,3029.5,2007.5,500.2,1.4435E-05,96338,48811,2795
9.9592,3043.125,1957.16666666667,505.6,1.4445E-05,96019,48505,2747
9.9544,3037.625,1970.83333333333,515.4,1.4455E-05,95713,48192,2710
9.9496,3035.5,1948.16666666667,505.6,1.4465E-05,95351,47854,2674
9.9448,3038.25,1970.16666666667,517.8,1.4475E-05,94981,47474,2629
9.94,3036,1966.5,527,1.4485E-05,94609,47123,2582
9.9352,3048.75,1983.83333333333,533,1.4495E-05,94203,46760,2545
9.9304,2997,2005,520.2,1.4505E-05,93790,46400,2493
9.9256,2998.875,2010.5,543.4,1.4515E-05,93347,46026,2445
9.9208,3035.625,1991,523.6,1.4525E-05,92879,45658,2416
9.916,3016,1964.16666666667,510.8,1.4535E-05,92416,45264,2371
9.9112,3080.875,1966,522.8,1.4545E-05,91909,44837,2339
9.9064,3028.125,1988.66666666667,497,1.4555E-05,91377,44433,2308
9.9016,3039.5,1958.5,536,1.4565E-05,90803,44025,2269
9.8968,3028.375,2011.33333333333,504.4,1.4575E-05,90230,43590,2222
9.892,3057.125,1965,516.6,1.4585E-05,89629,43104,2174
9.8872,3012.5,2019.33333333333,518.6,1.4595E-05,89031,42675,2137
9.8824,3014.875,1914.33333333333,501.6,1.4605E-05,88384,42218,2095
9.8776,3023.25,1971.5,514.8,1.4615E-05,87774,41735,2045
9.8728,3064,1955.33333333333,507.4,1.4625E-05,87121,41280,2006
9.868,3016.75,1955.33333333333,511.6,1.4635E-05,86431,40825,1968
9.8632,3031.375,1991.16666666667,496.2,1.4645E-05,85749,40363,1933
9.8584,3009.25,1961.16666666667,518.2,1.4655E-05,85025,39894,1895
9.8536,3013.75,1974.33333333333,496.4,1.4665E-05,84254,39406,1860
9.8488,3029.75,1955.5,529.6,1.4675E-05,83470,38895,1817
9.844,3023.75,2000,513.4,1.4685E-05,82689,38396,1785
9.8392,3020.875,1966.33333333333,501.2,1.4695E-05,81854,37877,1736
9.8344,3033.875,2012,533,1.4705E-05,81043,37395,1684
9.8296,2960.75,2000.5,513.6,1.4715E-05,80218,36857,1643
9.8248,3022.375,1970.5,522.2,1.4725E-05,79349,36319,1609
9.82,3043.625,1970.16666666667,529.8,1.4735E-05,78480,35748,1571
9.8152,3029.25,1956.66666666667,511,1.4745E-05,77616,35186,1542
9.8104,3005.875,1951,537.4,1.4755E-05,76676,34640,1502
9.8056,3035.875,1987.16666666667,523,1.4765E-05,75655,34079,1455
9.8008,3030.625,1992.16666666667,505.8,1.4775E-05,74701,33501,1426
9.796,3023.375,1990.16666666667,523.2,1.4785E-05,73757,32938,1384
9.7912,3031.625,1965,532,1.4795E-05,72785,32355,1346
9.7864,3059.75,1993.83333333333,504.6,1.4805E-05,71763,31791,1308
9.7816,2987.875,1958.5,533.4,1.4815E-05,70707,31222,1275
9.7768,3048.875,1984.5,525,1.4825E-05,69652,30660,1236
9.772,3003.625,1972.83333333333,531.4,1.4835E-05,68531,30103,1199
9.7672,3023.5,1981.83333333333,528.4,1.4845E-05,67406,29513,1157
9.7624,3056.25,1997.66666666667,521,1.4855E-05,66221,28922,1126
9.7576,3027.75,1980.66666666667,528.8,1.4865E-05,65042,28330,1078
9.7528,3052.375,1978.5,534.6,1.4875E-05,63906,27711,1052
9.748,3035.5,1944.16666666667,522.2,1.4885E-05,62802,27102,1022
9.7432,3046.5,1974.83333333333,509.6,1.4895E-05,61573,26549,989
9.7384,3022.75,2052.5,517.6,1.4905E-05,60366,25978,951
9.7336,3026.625,1992.16666666667,539.2,1.4915E-05,59100,25427,923
9.7288,3105.75,1980.16666666667,522.2,1.4925E-05,57898,24800,897
9.724,2986.5,1991.33333333333,533.6,1.4935E-05,56618,24176,861
9.7192,3016.875,1968,523.6,1.4945E-05,55351,23560,830
9.7144,3082.875,1972,532,1.4955E-05,54091,22975,798
9.7096,3039.875,1991.5,523.8,1.4965E-05,52844,22374,763
9.7048,3071.25,1973,536.4,1.4975E-05,51557,21775,744
9.7,3078.625,1989.83333333333,531.4,1.4985E-05,50232,21185,713
9.6952,3053.5,1990.16666666667,502.4,1.4995E-05,48948,20612,688
9.6904,3042.375,2013.5,533.2,1.5005E-05,47682,20018,661
9.6856,3041.375,1972.66666666667,528,1.5015E-05,46387,19424,640
9.6808,3036.625,1975.33333333333,523.4,1.5025E-05,45079,18802,624
9.676,3053.125,1996.16666666667,526.6,1.5035E-05,43729,18233,605
9.6712,3053.375,1989.5,522.4,1.5045E-05,42403,17651,587
9.6664,3054.75,2001.5,522,1.5055E-05,41122,17055,567
9.6616,3061.75,2016.33333333333,546.6,1.5065E-05,39827,16496,541
9.6568,3014.25,2015,523.4,1.5075E-05,38571,15937,524
9.652,3042.375,1958.66666666667,513.6,1.5085E-05,37359,15412,507
9.6472,3069,2033,536,1.5095E-05,36109,14875,483
9.6424,3063.5,2032.16666666667,516.4,1.5105E-05,34816,14334,465
9.6376,3044.625,2029.66666666667,520.4,1.5115E-05,33564,13793,453
9.6328,3000.375,1960.16666666667,519.8,1.5125E-05,32336,13287,430
9.628,3019.875,1995.83333333333,521.2,1.5135E-05,31147,12771,413
9.6232,3080,1960.33333333333,513,1.5145E-05,30013,12279,390
9.6184,3044.875,1987.83333333333,558.8,1.5155E-05,28855,11778,372
9.6136,3028.625,1986.16666666667,526.2,1.5165E-05,27754,11303,355
9.6088,3027.875,1989.66666666667,515.8,1.5175E-05,26665,10780,337
9.604,3024.25,2007.83333333333,525.6,1.5185E-05,25576,10321,320
9.5992,3085,2005,550.6,1.5195E-05,24526,9926,309
9.5944,3007.625,2022.66666666667,543,1.5205E-05,23488,9484,294
9.5896,3058.5,1980.83333333333,526,1.5215E-05,22503,9060,280
9.5848,3078.5,1996.66666666667,527.2,1.5225E-05,21574,8666,264
9.58,3058.5,2010.83333333333,508,1.5235E-05,20660,8307,249
9.5752,3061.875,2013.33333333333,503,1.5245E-05,19774,7913,237
9.5704,3033.625,1994.16666666667,523,1.5255E-05,18916,7559,225
9.5656,3079.75,2007,508.4,1.5265E-05,18020,7215,212
9.5608,3006.625,2004,516.6,1.5275E-05,17181,6861,198
9.556,3031.375,1990.5,529.8,1.5285E-05,16402,6551,190
9.5512,3010.625,1966.16666666667,536,1.5295E-05,15607,6250,183
9.5464,3095,2011,528.2,1.5305E-05,14850,5985,174
9.5416,3045.5,1978.16666666667,538.8,1.5315E-05,14143,5691,164
9.5368,3052.375,2003,542.8,1.5325E-05,13486,5472,159
9.532,3067.625,2030.33333333333,511.6,1.5335E-05,12801,5232,151
9.5272,3116.75,1973,554,1.5345E-05,12178,5015,138
9.5224,3007.125,2017.83333333333,525.2,1.5355E-05,11606,4747,129
9.5176,3026.125,2018.66666666667,531.4,1.5365E-05,11009,4516,122
9.5128,3078.625,2000.66666666667,550.4,1.5375E-05,10447,4307,118
9.508,3074.875,1981.5,563.4,1.5385E-05,9949,4096,115
9.5032,3043.125,2055.83333333333,556.4,1.5395E-05,9467,3906,110
9.4984,3035.875,2002,517.8,1.5405E-05,8991,3722,109
9.4936,3001.75,2054.5,524.8,1.5415E-05,8575,3542,104
9.4888,3062.5,2041.66666666667,536.2,1.5425E-05,8156,3368,98
9.484,3042,2013.16666666667,504.2,1.5435E-05,7790,3212,93
9.4792,3058.5,1975.33333333333,540.8,1.5445E-05,7444,3067,86
9.4744,3032.5,1990,535.4,1.5455E-05,7104,2942,84
9.4696,3030.375,2017.83333333333,551,1.5465E-05,6755,2808,79
9.4648,3031.75,2013.83333333333,529.2,1.5475E-05,6445,2692,76
9.46,3061.5,1985,529.2,1.5485E-05,6144,2578,74
9.4552,3027,1993,537.6,1.5495E-05,5878,2469,72
9.4504,3060.625,2006.16666666667,539.6,1.5505E-05,5617,2361,68
9.4456,3067.25,2037.33333333333,545.8,1.5515E-05,5353,2255,63
