
#A            B      C
#E(keV)     el0   el20
 522.5    64437   4620	      522500             450 
 523.5    62383   4830	      523500             573 
 524.5    61609   4510	      524500             560 
 525.5    58580   4170	      525500             450 
 526.5    60363   4300	      526500             700 
 527.5    60610   4170	      527500             440 
 528.5    58896   4310	      528500             510 
 529.5    58900   3520	      529500             480 
 530.5    57278   4430	      530500             450 
 531.5    57354   4290	      531500             373 
 532.5    55533   4053	      532500             470 
 533.5    55212   3890	      533500             501 
 534.5    56560   3830	      534500             452 
 535.5    54520   3540	      535500             502 
 536.5    55054   3837	      536500             473 
 537.5    51735   3660	      537500             500 
 538.5    54957   3480	      538500             390 
 539.5    54089   3690	      539500             500 
 540.5    51598   3640	      540500             450 
 541.5    50674   3251	      541500             520 
 542.5    51576   3720	      542500             290 
 543.5    52930   3390	      543500             360 
 544.5    52235   3670	      544500             430 
 545.5    49415   3582	      545500             260 
 546.5    50490   3540	      546500             430 
 547.5    47911   3020	      547500             280 
 548.5    46593   2960	      548500             430 
 549.5    48464   3280	      549500             470 
 550.5    46761   2990	      550500             450 
 551.5    48461   3050	      551500             430 
 552.5    45514   2960	      552500             360 
 553.5    46461   3040	      553500             293 
 554.5    44575   2760	      554500             320 
 555.5    44320   2650	      555500             370 
 556.5    44901   2520	      556500             390 
 557.5    44955   2920	      557500             370 
 558.5    43794   2790	      558500             420 
 559.5    42144   2820	      559500             250 
 560.5    42395   2680	      560500             382 
 561.5    42011   2640	      561500             380 
 562.5    41612   2370	      562500             290 
 563.5    40698   2410	      563500             312 
 564.5    38245   2420	      564500             240 
 565.5    38251   2060	      565500             330 
 566.5    39630   2540	      566500             270 
 567.5    37721   2280	      567500             180 
 568.5    38583   2173	      568500             262 
 569.5    41499   2250	      569500             290 
 570.5    38071   2260	      570500             331 
 571.5    36765   2380	      571500             250 
 572.5    36294   2160	      572500             210 
 573.5    35103   2130	      573500             320 
 574.5    36164   2080	      574500             222 
 575.5    35294   2107	      575500             180 
 576.5    34621   1710	      576500             220 
 577.5    34467   1780	      577500             170 
 578.5    33215   2161	      578500             300 
 579.5    33225   1660	      579500             150 
 580.5    33476   1910	      580500             220 
 581.5    31140   1670	      581500             200 
 582.5    30964   1350	      582500             200 
 583.5    32026   1770	      583500             260 
 584.5    30111   1450	      584500             240 
 585.5    30970   1760	      585500             250 
 586.5    30639   1560	      586500             200 
 587.5    28726   1650	      587500             268 
 588.5    29885   1680	      588500             140 
 589.5    27531   1390	      589500             150 
 590.5    28111   1450	      590500             240 
 591.5    28924   1440	      591500             210 
 592.5    26617   1550	      592500             190 
 593.5    28218   1450	      593500             140 
 594.5    26550   1130	      594500             160 
 595.5    26366   1250	      595500             190 
 596.5    26022   1200	      596500             220 
 597.5    24868   1350	      597500             140 
 598.5    25189   1160	      598500             170 
 599.5    25093   1180	      599500             140 
 600.5    23610   1370	      600500              80 
 601.5    23101   1340	      601500             140 
 602.5    22770   1190	      602500             250 
 603.5    22798   1100	      603500             120 
 604.5    22524   1150	      604500             130 
 605.5    23092   1010	      605500             110 
 606.5    20587   1200	      606500             130 
 607.5    21067   1110	      607500             190 
 608.5    20030    730	      608500             170 
 609.5    19807    840	      609500              90 
 610.5    19744   1040	      610500              80 
 611.5    19693    720	      611500             120 
 612.5    19727    790	      612500             100 
 613.5    19553    740	      613500             110 
 614.5    17475    670	      614500             140 
 615.5    18950    780	      615500              90 
 616.5    17182    710	      616500             120 
 617.5    17553    720	      617500              70 
 618.5    17334    620	      618500             100 
 619.5    16946    530	      619500             170 
 620.5    17153    480	      620500             100 
 621.5    14879    530	      621500              50 
 622.5    16606    550	      622500              60 
 623.5    15240    650	      623500             130 
 624.5    15725    550	      624500              80 
 625.5    14950    420	      625500             120 
 626.5    14920    550	      626500             110 
 627.5    14320    470	      627500              20 
 628.5    13366    460	      628500              20 
 629.5    13516    430	      629500              50 
 630.5    12746    390	      630500              80 
 631.5    14410    510	      631500              80 
 632.5    12290    310	      632500              70 
 633.5    12783    410	      633500             100 
 634.5    11885    380	      634500              40 
 635.5    11385    370	      635500             110 
 636.5    11512    340	      636500              70 
 637.5    11176    261	      637500              40 
 638.5    10673    190	      638500              10 
 639.5    10297    260	      639500              30 
 640.5     9121    340	      640500              50 
 641.5    10746    260	      641500              20 
 642.5     9490    200	      642500              30 
 643.5     8782    150	      643500              40 
 644.5    10469    190	      644500              30 
 645.5     9427    210	      645500              50 
 646.5     8958    200	      646500              20 
 647.5     7797    270	      647500              20 
 648.5     9103    130	      648500              10 
 649.5     8369    170	      649500              30 
 650.5     7498    110	      650500              50 
 651.5     6452    140	      651500              30 
 652.5     6314    110	      652500              20 
 653.5     7644    140	      653500              20 
 654.5     7319    110	      654500              10 
 655.5     6004     90	      655500               0 
 656.5     6384    100	      656500              40 
 657.5     6288    110	      657500              20 
 658.5     6500     70	      658500              10 
 659.5     6311     50	      659500              20 
 660.5     5970     70	      660500              30 
 661.5     5744     40	      661500              20 
 662.5     5305     30	      662500              10 
 663.5     4523     50	      663500              20 
 664.5     4938     70	      664500              10 
 665.5     4648     40	      665500              10 
 666.5     4047     40	      666500              10 
 667.5     3699     40	      667500              10 
 668.5     4087     30	      668500               0 
 669.5     4316     30	      669500              10 
 670.5     3593     30	      670500               0 
 671.5     3923     20	      671500              10 
 672.5     3610     20	      672500              20 
 673.5     2979     30	      673500               0 
 674.5     3000     10	      674500               0 
 675.5     2969     10	      675500               0 
 676.5     3165     10	      676500               0 
 677.5     2760     20	      677500               0 
 678.5     2743     10	      678500              10 
 679.5     2771     10	      679500               0 
 680.5     1885     20	      680500               0 
 681.5     2161      0	      681500               0 
 682.5     2789      0	      682500              10 
 683.5     2254      0	      683500               0 
 684.5     2128      0	      684500               0 
 685.5     1863      0	      685500               0 
 686.5     1521      0	      686500               0 
 687.5     1273     10	      687500               0 
 688.5     1952      0	      688500               0 
 689.5     2024      0	      689500               0 
 690.5     1366      0	      690500               0 
 691.5     1127      0	      691500               0 
 692.5     1156      0	      692500               0 
 693.5     1061      0	      693500               0 
 694.5      773      0	      694500               0 
 695.5      888      0	      695500               0 
 696.5      762      0	      696500               0 
 697.5      893      0	      697500               0 
 698.5      653      0	      698500               0 
 699.5      458      0	      699500               0 
 700.5      591      0	      700500               0 
